"ERNnem","HostSpecies","PathogenSpecies","PathogenStrain","StageInfected","TissueInfected","FieldOrLab","Country","SoilType","AssociatedBacterium","IntermediateHost","CreationDate","ModificationDate","Group","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
186,"Platyptilia carduidactyla","Steinernema carpocapsae","","Larva","Hemocoel","Field","","","Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",989796,"Platyptilia","Pterophoridae","Lepidoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
187,"Monochamus alternatus","Steinernema carpocapsae","","Larva","Hemocoel","Field","Japan","","Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",192382,"Monochamus","Cerambycidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
188,"Monochamus alternatus","Steinernema glaseri","","Larva","hemocoel","Field","Japan","","Xenorhabdus poinarii","none",1997-06-04,1999-02-12,"Nematode",192382,"Monochamus","Cerambycidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
10,"Monochamus alternatus","Steinernema feltiae","unknown","","Hemocoel","Field","Japan","","Xenorhabdus bovienii","none",1997-06-04,1999-02-12,"Nematode",192382,"Monochamus","Cerambycidae","Coleoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
189,"Monochamus alternatus","Heterorhabditis bacteriophora","","Larva","Hemocoel","Field","Japan","","Photorhabdus sp.","none",1997-06-04,1999-02-12,"Nematode",192382,"Monochamus","Cerambycidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
190,"Liriomyza trifolii","Steinernema carpocapsae","","Larva","Hemocoel","Lab","Japan","","Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",198433,"Liriomyza","Agromyzidae","Diptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
191,"Blattella germanica","Steinernema carpocapsae","","Larva","Hemocoel","Field","","","Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",6973,"Blattella","Ectobiidae","Blattodea","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
227,"Periplaneta americana","Heterorhabditis zealandica","T327","Nymph","Hemocoel","Field","New Zealand","","Photorhabdus sp.","none",1997-06-04,1999-02-12,"Nematode",6978,"Periplaneta","Blattidae","Blattodea","Insecta",70532,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
20,"Musca domestica","Heterorhabditis bacteriophora","","Adult","Hemocoel","Field","","","Photorhabdus sp.","none",1997-06-04,1999-02-12,"Nematode",7370,"Musca","Muscidae","Diptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
21,"Musca domestica","Steinernema carpocapsae","","Adult","hemocoel","Field","","sucrose-baited traps","Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",7370,"Musca","Muscidae","Diptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
192,"Lycoriella auripila","Steinernema carpocapsae","","Larva","hemocoel","Field","","sucrose-baited traps","Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",NA,NA,NA,NA,NA,34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
11,"Lycoriella auripila","Steinernema feltiae","unknown","","Hemocoel","Field","","","Xenorhabdus bovienii","none",1997-06-04,1999-02-12,"Nematode",NA,NA,NA,NA,NA,52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
22,"Lycoriella auripila","Heterorhabditis bacteriophora","","Adult","Hemocoel","Field","","","Photorhabdus sp.","none",1997-06-04,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
193,"Alphitobius diaperinus","Steinernema carpocapsae","","Larva","hemocoel","Field","","","Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",27448,"Alphitobius","Tenebrionidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
194,"Lissorhoptrus oryzophilus","Steinernema carpocapsae","","Larva","hemocoel","Field","","","Xenorhabdus nematophilus","none",1997-06-04,1999-02-12,"Nematode",308863,"Lissorhoptrus","Brachyceridae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
23,"Gryllus sp.","Steinernema scapterisci","","Adult","hemocoel","Lab","USA","","none","none",1997-06-04,1999-02-12,"Nematode",6998,"Gryllus","Gryllidae","Orthoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
24,"Periplaneta americana","Steinernema scapterisci","","Adult","hemocoel","Lab","USA","","none","none",1997-06-04,1999-02-12,"Nematode",6978,"Periplaneta","Blattidae","Blattodea","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
25,"Scapteriscus abbreviatus","Steinernema scapterisci","","Adult","hemocoel","Lab","USA","","none","none",1997-06-04,1999-02-12,"Nematode",935121,"Scapteriscus","Gryllotalpidae","Orthoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
26,"Anticarsia gemmatalis","Steinernema scapterisci","","Adult","hemocoel","Lab","USA","","none","none",1997-06-04,1999-02-12,"Nematode",129554,"Anticarsia","Erebidae","Lepidoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
27,"Feltia subterranea","Steinernema scapterisci","","Adult","hemocoel","Lab","USA","","none","none",1997-06-04,1999-02-12,"Nematode",691542,"Agrotis","Noctuidae","Lepidoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
28,"Galleria mellonella","Steinernema scapterisci","","Adult","hemocoel","Lab","USA","","none","none",1997-06-04,1999-02-12,"Nematode",7137,"Galleria","Pyralidae","Lepidoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
29,"Spodoptera frugiperda","Steinernema scapterisci","","Adult","hemocoel","Lab","USA","","none","none",1997-06-04,1999-02-12,"Nematode",7108,"Spodoptera","Noctuidae","Lepidoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
30,"Apis mellifera","Steinernema scapterisci","","Adult","hemocoel","Lab","USA","","none","none",1997-06-04,1999-02-12,"Nematode",7460,"Apis","Apidae","Hymenoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
195,"Sphenophorus venatus","Heterorhabditis bacteriophora","UCD1","Larva","Hemocoel","Field","USA","loam, turf","Photorhabdus luminescens","none",1997-06-05,1999-02-12,"Nematode",122822,"Sphenophorus","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
196,"Cyclocephala borealis","Steinernema carpocapsae","Agriotos","Larva","hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,2000-12-28,"Nematode",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
197,"Cyclocephala borealis","Steinernema carpocapsae","All","Larva","hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,2000-12-28,"Nematode",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
198,"Cyclocephala borealis","Steinernema carpocapsae","Breton","Larva","hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,2000-12-28,"Nematode",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
199,"Cyclocephala borealis","Steinernema carpocapsae","HOP","Larva","hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,2000-12-28,"Nematode",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
200,"Cyclocephala borealis","Steinernema carpocapsae","Italian","Larva","hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,2000-12-28,"Nematode",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
201,"Cyclocephala borealis","Steinernema carpocapsae","Mexican","Larva","hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,2000-12-28,"Nematode",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
202,"Cyclocephala borealis","Steinernema anomali","","Larva","hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,2000-12-28,"Nematode",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",52070,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
203,"Cyclocephala borealis","Steinernema glaseri","","Larva","hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,2000-12-28,"Nematode",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
204,"Cyclocephala borealis","Heterorhabditis bacteriophora","NC","Larva","Hemocoel","Lab","","","Photorhabdus luminescens","none",1997-06-06,2000-12-28,"Nematode",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
205,"Cyclocephala borealis","Heterorhabditis megidis","","Larva","Hemocoel","Lab","","","Photorhabdus luminescens","none",1997-06-06,2000-12-28,"Nematode",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
206,"Popillia japonica","Steinernema carpocapsae","All","Larva","Hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
207,"Popillia japonica","Steinernema carpocapsae","HOP","Larva","Hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
208,"Popillia japonica","Steinernema carpocapsae","Italian","Larva","Hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
209,"Popillia japonica","Steinernema carpocapsae","Mexican","Larva","Hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
210,"Popillia japonica","Steinernema carpocapsae","Pye","Larva","Hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
211,"Popillia japonica","Steinernema carpocapsae","Ohio","Larva","Hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
212,"Popillia japonica","Steinernema anomali","","Larva","Hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",52070,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
213,"Popillia japonica","Steinernema glaseri","","Larva","Hemocoel","Lab","","","Xenorhabdus nematophilus","none",1997-06-06,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
214,"Popillia japonica","Heterorhabditis bacteriophora","NC","Larva","Hemocoel","Lab","","potted yew","Photorhabdus sp.","none",1997-06-06,1999-02-12,"Nematode",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
215,"Melolontha afflicta","Steinernema bothynodera","","Larva","Hemocoel","Field","Europe","","Xenorhabdus bovienii","none",1997-06-09,2000-12-28,"Nematode",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,"Amphimallon solstitialis","Steinernema georgica","","Larva","Hemocoel","Field","Europe","","Xenorhabdus bovienii","none",1997-06-09,1999-02-12,"Nematode",360071,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
217,"Eupeodes corollae","Steinernema feltiae","","Larva","Hemocoel","Lab","","","Xenorhabdus bovienii","none",1997-06-14,1999-02-12,"Nematode",290404,"Eupeodes","Syrphidae","Diptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
218,"Eupeodes corollae","Heterorhabditis bacteriophora","T-327","Larva","Hemocoel","Lab","","","Photorhabdus luminescens","none",1997-06-14,1999-02-12,"Nematode",290404,"Eupeodes","Syrphidae","Diptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
219,"Pterostichus cupreus","Heterorhabditis bacteriophora","T-327","Larva","Hemocoel","Lab","","","Photorhabdus luminescens","none",1997-06-14,2000-08-29,"Nematode",270614,"Poecilus","Carabidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
220,"Pterostichus cupreus","Heterorhabditis bacteriophora","HSH","Larva","Hemocoel","Lab","","","Photorhabdus luminescens","none",1997-06-14,2000-12-28,"Nematode",270614,"Poecilus","Carabidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
221,"Pterostichus cupreus","Heterorhabditis sp.","HD 01","Larva","Hemocoel","Lab","","","Photorhabdus luminescens","none",1997-06-14,2000-12-28,"Nematode",270614,"Poecilus","Carabidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
222,"Platynus dorsalis","Heterorhabditis sp.","HD 01","Larva","Hemocoel","Lab","","","Photorhabdus luminescens","none",1997-06-14,1999-02-12,"Nematode",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
223,"Eupeodes corollae","Heterorhabditis sp.","HD 01","Larva","Hemocoel","Lab","","","Photorhabdus luminescens","none",1997-06-14,1999-02-12,"Nematode",290404,"Eupeodes","Syrphidae","Diptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
224,"Pterostichus cupreus","Steinernema feltiae","","Larva","Hemocoel","Lab","","","Xenorhabdus bovienii","none",1997-06-14,2000-12-28,"Nematode",270614,"Poecilus","Carabidae","Coleoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
31,"Platynus dorsalis","Steinernema feltiae","","Adult","","Field","Germany","","Xenorhabdus bovienii","none",1997-06-18,1999-02-12,"Nematode",NA,NA,NA,NA,NA,52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
