PathogenSpecies,PathTaxID,PathGenus,PathFamily,PathOrder,PathClass,PathKingdom
Thelohania microtritiae,NA,NA,NA,NA,NA,NA
Nosema steganacari,NA,NA,NA,NA,NA,NA
Nosema acari,NA,NA,NA,NA,NA,NA
Nosema fuhreri,NA,NA,NA,NA,NA,NA
Amblyospora undulata,NA,NA,NA,NA,NA,NA
Nosema henosepilachnae,NA,NA,NA,NA,NA,NA
Tuzetia ecdyonuri,NA,NA,NA,NA,NA,NA
Tuzetia skuldae,NA,NA,NA,NA,NA,NA
Tuzetia verdandiae,NA,NA,NA,NA,NA,NA
Janacekia undinarum,NA,NA,NA,NA,NA,NA
Mucor hiemalis,64493,Mucor,Mucoraceae,Mucorales,Mucoromycetes,Fungi
Penicillium terrestre,374132,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Fungi
Penicillium notatum,5076,Penicillium,Aspergillaceae,Eurotiales,Eurotiomycetes,Fungi
Trichoderma koningii,97093,Trichoderma,Hypocreaceae,Hypocreales,Sordariomycetes,Fungi
Fusarium poae,36050,Fusarium,Nectriaceae,Hypocreales,Sordariomycetes,Fungi
Cladosporium herbarum,29918,Cladosporium,Cladosporiaceae,Cladosporiales,Dothideomycetes,Fungi
Acremoniella atra,NA,NA,NA,NA,NA,NA
Helicosporidium parasiticum,NA,NA,NA,NA,NA,NA
Lambornella stegomyiae,NA,NA,NA,NA,NA,NA
Amblyospora abserrati,NA,NA,NA,NA,NA,NA
Diplocystis major,NA,NA,NA,NA,NA,NA
Diplocystis minor,NA,NA,NA,NA,NA,NA
Meristacrum milkoi,NA,NA,NA,NA,NA,NA
Aeromonas punctata,648,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,NA
Amblyospora aegypti,NA,NA,NA,NA,NA,NA
Amblyospora auriferi,NA,NA,NA,NA,NA,NA
Amblyospora capillata,NA,NA,NA,NA,NA,NA
Amblyospora cataphyllus,NA,NA,NA,NA,NA,NA
Amblyospora cinerei,191595,Amblyospora,Amblyosporidae,NA,NA,Fungi
Amblyospora conopsa,NA,NA,NA,NA,NA,NA
Amblyospora excrucii,191588,Amblyospora,Amblyosporidae,NA,NA,Fungi
Amblyospora hybomitrae,NA,NA,NA,NA,NA,NA
Amblyospora mojingensis,NA,NA,NA,NA,NA,NA
Amblyospora pinensis,NA,NA,NA,NA,NA,NA
Amblyospora punctor,NA,NA,NA,NA,NA,NA
Amblyospora stictici,191591,Amblyospora,Amblyosporidae,NA,NA,Fungi
Amblyospora stimuli,70528,Amblyospora,Amblyosporidae,NA,NA,Fungi
Amblyospora tritaeniorhynchi,NA,NA,NA,NA,NA,NA
Amblyospora varians,NA,NA,NA,NA,NA,NA
Ameson hybomitrae,NA,NA,NA,NA,NA,NA
Ancaliia meligethi,NA,NA,NA,NA,NA,NA
Aurospora canningae,NA,NA,NA,NA,NA,NA
Bacillidium chironomi,NA,NA,NA,NA,NA,NA
Coccidiascus legeri,NA,NA,NA,NA,NA,NA
Coelomomyces dodgei,NA,NA,NA,NA,NA,NA
Cristulospora aedis,NA,NA,NA,NA,NA,NA
Cristulospora cadyrovi,NA,NA,NA,NA,NA,NA
Culicospora damnosi,NA,NA,NA,NA,NA,NA
Duboscqia aediphaga,NA,NA,NA,NA,NA,NA
Duboscqia philiae,NA,NA,NA,NA,NA,NA
Encephalitozoon flavescens,NA,NA,NA,NA,NA,NA
Gurleya francottei,NA,NA,NA,NA,NA,NA
Gurleya spraguei,NA,NA,NA,NA,NA,NA
Helmichia simuliae,NA,NA,NA,NA,NA,NA
Hirsutella nodulosa,270392,Hirsutella,Ophiocordycipitaceae,Hypocreales,Sordariomycetes,Fungi
Issia globulifera,NA,NA,NA,NA,NA,NA
Janacekia adipophila,NA,NA,NA,NA,NA,NA
Leidyana berkeleyi,NA,NA,NA,NA,NA,NA
Malpighamoeba mellificae,NA,NA,NA,NA,NA,NA
Microsporidium argyrogrammio,NA,NA,NA,NA,NA,NA
Microsporidium italicus,NA,NA,NA,NA,NA,NA
MIcrosporidium itiiti,1530373,Endoreticulatus,NA,NA,NA,Fungi
Microsporidium lairdi,NA,NA,NA,NA,NA,NA
Microsporidium lotaensis,NA,NA,NA,NA,NA,NA
Microsporidium sitophili,NA,NA,NA,NA,NA,NA
Nosema adelae,NA,NA,NA,NA,NA,NA
Nosema adiei,NA,NA,NA,NA,NA,NA
Nosema agnatae,NA,NA,NA,NA,NA,NA
Nosema apterygotae,NA,NA,NA,NA,NA,NA
Nosema birgii,NA,NA,NA,NA,NA,NA
Nosema blissi,NA,NA,NA,NA,NA,NA
Nosema calcarati,NA,NA,NA,NA,NA,NA
Nosema ctenocephali,NA,NA,NA,NA,NA,NA
Nosema dungeri,NA,NA,NA,NA,NA,NA
Nosema equestris,NA,NA,NA,NA,NA,NA
Nosema eurytremae,NA,NA,NA,NA,NA,NA
Nosema euzeti,NA,NA,NA,NA,NA,NA
Nosema galerucellae,NA,NA,NA,NA,NA,NA
Nosema galleriae,NA,NA,NA,NA,NA,NA
Nosema gastroideae,NA,NA,NA,NA,NA,NA
Nosema hylobii,NA,NA,NA,NA,NA,NA
Nosema infuscatellus,NA,NA,NA,NA,NA,NA
Nosema ixodis,NA,NA,NA,NA,NA,NA
Nosema lepidocyrti,NA,NA,NA,NA,NA,NA
Nosema limbata,NA,NA,NA,NA,NA,NA
Nosema liturae,NA,NA,NA,NA,NA,NA
Nosema longifilum,NA,NA,NA,NA,NA,NA
Nosema loxostegi,NA,NA,NA,NA,NA,NA
Nosema manierae,NA,NA,NA,NA,NA,NA
Nosema maroccanus,NA,NA,NA,NA,NA,NA
Nosema marucae,NA,NA,NA,NA,NA,NA
Nosema medinalis,NA,NA,NA,NA,NA,NA
Nosema micratacci,NA,NA,NA,NA,NA,NA
Nosema onychiurus,NA,NA,NA,NA,NA,NA
Nosema orthocladii,NA,NA,NA,NA,NA,NA
Nosema otiorhynchi,NA,NA,NA,NA,NA,NA
Nosema pernyi,1112939,Nosema,Nosematidae,NA,NA,Fungi
Nosema petrosa,NA,NA,NA,NA,NA,NA
Nosema porphyriniae,NA,NA,NA,NA,NA,NA
Nosema ptyctimae,NA,NA,NA,NA,NA,NA
Nosema pyrgomorphae,NA,NA,NA,NA,NA,NA
Nosema pyrrhocoridis,NA,NA,NA,NA,NA,NA
Nosema semiothisae,NA,NA,NA,NA,NA,NA
Nosema steinhausi,NA,NA,NA,NA,NA,NA
Nosema tephrititae,NA,NA,NA,NA,NA,NA
Nosema termitis,NA,NA,NA,NA,NA,NA
Nosema wistmansi,NA,NA,NA,NA,NA,NA
Nosema yponomeutae,NA,NA,NA,NA,NA,NA
Octosporea adipovora,NA,NA,NA,NA,NA,NA
Octosporea antiquae,NA,NA,NA,NA,NA,NA
Octosporea deliae,NA,NA,NA,NA,NA,NA
Octosporea hybomitrae,NA,NA,NA,NA,NA,NA
Octosporea tabani,NA,NA,NA,NA,NA,NA
Octotetraspora cincta,NA,NA,NA,NA,NA,NA
Octotetraspora paradoxa,NA,NA,NA,NA,NA,NA
Ophryocystis hylobii,NA,NA,NA,NA,NA,NA
Parathelohania arabiensis,NA,NA,NA,NA,NA,NA
Parathelohania chagrasensis,NA,NA,NA,NA,NA,NA
Parathelohania octolagenella,NA,NA,NA,NA,NA,NA
Perezia dichroplusae,408671,Liebermannia,NA,NA,NA,Fungi
Plasmodium gallinaceum,5849,Plasmodium,Plasmodiidae,Haemosporida,Aconoidasida,NA
Pleistophora aidarlovica,NA,NA,NA,NA,NA,NA
Pleistophora carabidorum,NA,NA,NA,NA,NA,NA
Pleistophora eretesi,NA,NA,NA,NA,NA,NA
Pleistophora ganapatii,NA,NA,NA,NA,NA,NA
Pleistophora hybomitrae,NA,NA,NA,NA,NA,NA
Pleistophora malthodes,NA,NA,NA,NA,NA,NA
Pleistophora scatopsi,NA,NA,NA,NA,NA,NA
Pleistophora scolyti,NA,NA,NA,NA,NA,NA
Pleistophora syleptae,NA,NA,NA,NA,NA,NA
Pleistophora tenua,NA,NA,NA,NA,NA,NA
Pleistophora weiseri,NA,NA,NA,NA,NA,NA
Polydispyrenia norandina,NA,NA,NA,NA,NA,NA
Pulicispora xenopsyllae,NA,NA,NA,NA,NA,NA
Pyrotheca hydropsycheae,NA,NA,NA,NA,NA,NA
Pyxinia frenzeli,NA,NA,NA,NA,NA,NA
Stempellia captshagaica,NA,NA,NA,NA,NA,NA
Stempellia lunata,NA,NA,NA,NA,NA,NA
Stempellia rubtsovi,NA,NA,NA,NA,NA,NA
Tabanispora hybomitra,NA,NA,NA,NA,NA,NA
Thelohania assovi,NA,NA,NA,NA,NA,NA
Thelohania bomboschi,NA,NA,NA,NA,NA,NA
Thelohania collembolae,NA,NA,NA,NA,NA,NA
Thelohania culisetae,NA,NA,NA,NA,NA,NA
Thelohania hybomitrae,NA,NA,NA,NA,NA,NA
Thelohania hyphantriae,NA,NA,NA,NA,NA,NA
Thelohania legeri,NA,NA,NA,NA,NA,NA
Thelohania limbata,NA,NA,NA,NA,NA,NA
Thelohania mesnili,NA,NA,NA,NA,NA,NA
Thelohania obesa,NA,NA,NA,NA,NA,NA
Thelohania ostrinia,NA,NA,NA,NA,NA,NA
Thelohania pyriformis,NA,NA,NA,NA,NA,NA
Thelohania thomsoni,NA,NA,NA,NA,NA,NA
Toxoglugea tillargi,NA,NA,NA,NA,NA,NA
Triplosporium floridanum,NA,NA,NA,NA,NA,NA
Tuzetia baeticida,NA,NA,NA,NA,NA,NA
Tuzetia schneideri,NA,NA,NA,NA,NA,NA
Unikaryon nisotrae,NA,NA,NA,NA,NA,NA
Vairimorpha ephestiae,33698,Vairimorpha,Burenellidae,NA,NA,Fungi
Vairimorpha hybomitrae,NA,NA,NA,NA,NA,NA
Vairimorpha invictae,NA,NA,NA,NA,NA,NA
Vavraia multispora,NA,NA,NA,NA,NA,NA
Menzbieria chalcographi,NA,NA,NA,NA,NA,NA
Mattesia bombi,NA,NA,NA,NA,NA,NA
Mattesia orchopiae,NA,NA,NA,NA,NA,NA
Mattesia oryzaephili,NA,NA,NA,NA,NA,NA
Mattesia povolnyi,NA,NA,NA,NA,NA,NA
Mattesia schwenkei,NA,NA,NA,NA,NA,NA
Lipocystis polyspora,NA,NA,NA,NA,NA,NA
Farinocystis tenebrioides,NA,NA,NA,NA,NA,NA
Gregarina acridiorum,NA,NA,NA,NA,NA,NA
Enterocystis ephemerae,NA,NA,NA,NA,NA,NA
Enterocystis fungoides,NA,NA,NA,NA,NA,NA
Enterocystis grassei,NA,NA,NA,NA,NA,NA
Enterocystis palmata,NA,NA,NA,NA,NA,NA
Enterocystis racovitza,NA,NA,NA,NA,NA,NA
Enterocystis rhithrogenae,NA,NA,NA,NA,NA,NA
Gregarina crenata,NA,NA,NA,NA,NA,NA
Gregarina acrydiinarum,NA,NA,NA,NA,NA,NA
Gregarina acuta,NA,NA,NA,NA,NA,NA
Gregarina aethiopica,NA,NA,NA,NA,NA,NA
Gregarina africana,NA,NA,NA,NA,NA,NA
Gregarina alphitophagi,NA,NA,NA,NA,NA,NA
Gregarina amare,NA,NA,NA,NA,NA,NA
Gregarina ambigua,NA,NA,NA,NA,NA,NA
Gregarina ampullaria,NA,NA,NA,NA,NA,NA
Gregarina anaboliae,NA,NA,NA,NA,NA,NA
Gregarina antherophagi,NA,NA,NA,NA,NA,NA
Gregarina anthici,NA,NA,NA,NA,NA,NA
Gregarina arietuli,NA,NA,NA,NA,NA,NA
Gregarina arthromacrae,NA,NA,NA,NA,NA,NA
Gregarina atomariae,NA,NA,NA,NA,NA,NA
Gregarina ausoniae,NA,NA,NA,NA,NA,NA
Gregarina bancoi,NA,NA,NA,NA,NA,NA
Gregarina bergi,NA,NA,NA,NA,NA,NA
Gregarina blaberae,NA,NA,NA,NA,NA,NA
Gregarina barbarara,NA,NA,NA,NA,NA,NA
Gregarina blattarum ,650275,Gregarina,Gregarinidae,Eugregarinorida,Conoidasida,NA
Gregarina boevi,NA,NA,NA,NA,NA,NA
Gregarina boletophagi,NA,NA,NA,NA,NA,NA
Gregarina brachypteri,NA,NA,NA,NA,NA,NA
Gregarina brosci,NA,NA,NA,NA,NA,NA
Gregarina byrrhina,NA,NA,NA,NA,NA,NA
Gregarina cetoniae,NA,NA,NA,NA,NA,NA
Gregarina cis,NA,NA,NA,NA,NA,NA
Gregarina cerylonis,NA,NA,NA,NA,NA,NA
Gregarina cuneata,650278,Gregarina,Gregarinidae,Eugregarinorida,Conoidasida,NA
Gregarina delmasi,NA,NA,NA,NA,NA,NA
Gregarina munieri,NA,NA,NA,NA,NA,NA
Gregarina indianensis,NA,NA,NA,NA,NA,NA
Gregarina intestinalis,NA,NA,NA,NA,NA,NA
Gregarina nigra,650271,Amoebogregarina,Gregarinidae,Eugregarinorida,Conoidasida,NA
Gregarina mystacidarum,NA,NA,NA,NA,NA,NA
Gregarina rigida,NA,NA,NA,NA,NA,NA
Gregarina polymorpha,198477,Gregarina,Gregarinidae,Eugregarinorida,Conoidasida,NA
Gregarina straeleni,NA,NA,NA,NA,NA,NA
Gregarina monarchia,NA,NA,NA,NA,NA,NA
Gregarina cavalierina,NA,NA,NA,NA,NA,NA
Gregarina californica,NA,NA,NA,NA,NA,NA
Gregarina capritermitis,NA,NA,NA,NA,NA,NA
Gregarina ceropriae,NA,NA,NA,NA,NA,NA
Gregarina dorotheae,NA,NA,NA,NA,NA,NA
Gregarina eccrinifera,NA,NA,NA,NA,NA,NA
Gregarina ernobii,NA,NA,NA,NA,NA,NA
Gregarina haasi,650272,Blabericola,Leidyanidae,Eugregarinorida,Conoidasida,NA
Gregarina heteroceri,NA,NA,NA,NA,NA,NA
Gregarina hylastidis,NA,NA,NA,NA,NA,NA
Gregarina leucopaeae,NA,NA,NA,NA,NA,NA
Gregarina litargi,NA,NA,NA,NA,NA,NA
Gregarina nipti,NA,NA,NA,NA,NA,NA
Gregarina oxytelopsis,NA,NA,NA,NA,NA,NA
Gregarina pediciae,NA,NA,NA,NA,NA,NA
Gregarina pharaxonothae,NA,NA,NA,NA,NA,NA
Gregarina philolonthi,NA,NA,NA,NA,NA,NA
Gregarina pityoktenidis,NA,NA,NA,NA,NA,NA
Gregarina pityogenidis,NA,NA,NA,NA,NA,NA
Gregarina pocadii,NA,NA,NA,NA,NA,NA
Gregarina poecili,NA,NA,NA,NA,NA,NA
Gregarina polyphagae,NA,NA,NA,NA,NA,NA
Gregarina raptoris,NA,NA,NA,NA,NA,NA
Gregarina rivularis,NA,NA,NA,NA,NA,NA
Gregarina scaphosomatis,NA,NA,NA,NA,NA,NA
Gregarina signata,NA,NA,NA,NA,NA,NA
Gregarina spinata,NA,NA,NA,NA,NA,NA
Gregarina trogophloei,NA,NA,NA,NA,NA,NA
Gregarina tuerkorum,NA,NA,NA,NA,NA,NA
Gregarina vittata,NA,NA,NA,NA,NA,NA
Gregarina ceuthophili,NA,NA,NA,NA,NA,NA
Gregarina hadenoeci,NA,NA,NA,NA,NA,NA
Gregarina ohioensis,NA,NA,NA,NA,NA,NA
Gregarina prima,NA,NA,NA,NA,NA,NA
Gregarina thomasi,NA,NA,NA,NA,NA,NA
Gregarina chagasi,NA,NA,NA,NA,NA,NA
Gregarina watsonae,NA,NA,NA,NA,NA,NA
Gregarina coccinellae,NA,NA,NA,NA,NA,NA
Gregarina forficulae,NA,NA,NA,NA,NA,NA
Gregarina hypophloei,NA,NA,NA,NA,NA,NA
Gregarina clavata,NA,NA,NA,NA,NA,NA
Gregarina distinguenda,NA,NA,NA,NA,NA,NA
Gregarina fontinalis,NA,NA,NA,NA,NA,NA
Gregarina limnophili,NA,NA,NA,NA,NA,NA
Gregarina wellmeri,NA,NA,NA,NA,NA,NA
Gregarina chilocori,NA,NA,NA,NA,NA,NA
Gregarina craspedonoti,NA,NA,NA,NA,NA,NA
Gregarina gonocephali,NA,NA,NA,NA,NA,NA
Gregarina columnata,NA,NA,NA,NA,NA,NA
Gregarina isotomae,NA,NA,NA,NA,NA,NA
Gregarina tokonoi,NA,NA,NA,NA,NA,NA
Gregarina tubuliformis,NA,NA,NA,NA,NA,NA
Gregarina umbilicata,NA,NA,NA,NA,NA,NA
Gregarina compressa,NA,NA,NA,NA,NA,NA
Gregarina concava,NA,NA,NA,NA,NA,NA
Gregarina minor,NA,NA,NA,NA,NA,NA
Gregarina consobrina,NA,NA,NA,NA,NA,NA
Gregarina coptotomi,NA,NA,NA,NA,NA,NA
Gregarina longiducta,NA,NA,NA,NA,NA,NA
Gregarina neglecta,NA,NA,NA,NA,NA,NA
Gregarina udeopsyllae,NA,NA,NA,NA,NA,NA
Gregarina corbeli,NA,NA,NA,NA,NA,NA
Gregarina dragescoi,NA,NA,NA,NA,NA,NA
Gregarina cousinea,NA,NA,NA,NA,NA,NA
Gregarina curvata,NA,NA,NA,NA,NA,NA
Gregarina crassa,NA,NA,NA,NA,NA,NA
Gregarina crawleyi,NA,NA,NA,NA,NA,NA
Gregarina geusi,NA,NA,NA,NA,NA,NA
Gregarina hoshidei,NA,NA,NA,NA,NA,NA
Gregarina cubensis,650273,Blabericola,Leidyanidae,Eugregarinorida,Conoidasida,NA
Gregarina cucumiformis,NA,NA,NA,NA,NA,NA
Gregarina cylindrosa,NA,NA,NA,NA,NA,NA
Gregarina davini,NA,NA,NA,NA,NA,NA
Gregarina decourti,NA,NA,NA,NA,NA,NA
Gregarina derispiae,NA,NA,NA,NA,NA,NA
Gregarina dimorpha,NA,NA,NA,NA,NA,NA
Gregarina golvani,NA,NA,NA,NA,NA,NA
Gregarina haranti,NA,NA,NA,NA,NA,NA
Gregarina morioni,NA,NA,NA,NA,NA,NA
Gregarina oviceps,NA,NA,NA,NA,NA,NA
Gregarina polyaulia,NA,NA,NA,NA,NA,NA
Gregarina soroniae,NA,NA,NA,NA,NA,NA
Gregarina typographi,NA,NA,NA,NA,NA,NA
Gregarina sericostomae,NA,NA,NA,NA,NA,NA
Gregarina thoracotermitis,NA,NA,NA,NA,NA,NA
Gregarina stigmae,NA,NA,NA,NA,NA,NA
Gregarina ulomae,NA,NA,NA,NA,NA,NA
Gregarina erotylidarum,NA,NA,NA,NA,NA,NA
Gregarina fallax,NA,NA,NA,NA,NA,NA
Gregarina grisea,NA,NA,NA,NA,NA,NA
Gregarina joliveti,NA,NA,NA,NA,NA,NA
Gregarina longa,NA,NA,NA,NA,NA,NA
Gregarina minuta,NA,NA,NA,NA,NA,NA
Gregarina omalina,NA,NA,NA,NA,NA,NA
Gregarina ovata,NA,NA,NA,NA,NA,NA
Gregarina ormierei,1617370,Gregarina,Gregarinidae,Eugregarinorida,Conoidasida,NA
Gregarina diestrammenae,NA,NA,NA,NA,NA,NA
Gregarina echinata,NA,NA,NA,NA,NA,NA
Gregarina epilachnae,NA,NA,NA,NA,NA,NA
Gregarina gonimusi,NA,NA,NA,NA,NA,NA
Gregarina grandicephala,NA,NA,NA,NA,NA,NA
Gregarina inago,NA,NA,NA,NA,NA,NA
Gregarina inclinata,NA,NA,NA,NA,NA,NA
Gregarina kokunusuto,NA,NA,NA,NA,NA,NA
Gregarina korogi,NA,NA,NA,NA,NA,NA
Gregarina monoducta,NA,NA,NA,NA,NA,NA
Gregarina platycephala,NA,NA,NA,NA,NA,NA
Gregarina plesiophthalmi,NA,NA,NA,NA,NA,NA
Gregarina rhomborrhinae,NA,NA,NA,NA,NA,NA
Gregarina nalae,NA,NA,NA,NA,NA,NA
Gregarina nematiforma,NA,NA,NA,NA,NA,NA
Gregarina noncylindrica,NA,NA,NA,NA,NA,NA
Gregarina ophoni,NA,NA,NA,NA,NA,NA
Gregarina ovoidea,NA,NA,NA,NA,NA,NA
Gregarina paranensis,NA,NA,NA,NA,NA,NA
Gregarina parcoblattae,NA,NA,NA,NA,NA,NA
Gregarina passali,NA,NA,NA,NA,NA,NA
Gregarina peruviana,NA,NA,NA,NA,NA,NA
Gregarina phaleriae,NA,NA,NA,NA,NA,NA
Gregarina phyllotretae,NA,NA,NA,NA,NA,NA
Gregarina platydema,NA,NA,NA,NA,NA,NA
Gregarina platyni,NA,NA,NA,NA,NA,NA
Gregarina plegaderi,NA,NA,NA,NA,NA,NA
Gregarina poeciloceri,NA,NA,NA,NA,NA,NA
Gregarina polaris,NA,NA,NA,NA,NA,NA
Bacillus moritai,NA,NA,NA,NA,NA,NA
Bacillus alvei,44250,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
Bacillus brevis,1393,Brevibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
Bacillus pulvifaciens,1464,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
Bacillus megaterium,NA,NA,NA,NA,NA,NA
Bacillus firmus,1399,Cytobacillus,Bacillaceae,Bacillales,Bacilli,NA
Clostridium brevifaciens,NA,NA,NA,NA,NA,NA
Clostridium malacosomae,NA,NA,NA,NA,NA,NA
Serratia liquefaciens,614,Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,NA
Enterobacter aerogenes,548,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,NA
Corynebacterium okanaganae,69372,Luethyella,Microbacteriaceae,Micrococcales,Actinomycetia,NA
Rickettsiella melolonthae,445728,Rickettsiella,Coxiellaceae,Legionellales,Gammaproteobacteria,NA
Spiroplasma melliferum,2134,Spiroplasma,Spiroplasmataceae,Entomoplasmatales,Mollicutes,NA
Spiroplasma apis,2137,Spiroplasma,Spiroplasmataceae,Entomoplasmatales,Mollicutes,NA
Coelomomyces africanus,NA,NA,NA,NA,NA,NA
Coelomomyces anophelesicus,NA,NA,NA,NA,NA,NA
Coelomomyces ascariformis,NA,NA,NA,NA,NA,NA
Coelomomyces bisymmetricus,NA,NA,NA,NA,NA,NA
Coelomomyces cairnsensis,NA,NA,NA,NA,NA,NA
Coelomomyces cribrosus,NA,NA,NA,NA,NA,NA
Coelomomyces finlayae,NA,NA,NA,NA,NA,NA
Coelomomyces grassei,NA,NA,NA,NA,NA,NA
Coelomomyces indiana,NA,NA,NA,NA,NA,NA
Coelomomyces keilini,NA,NA,NA,NA,NA,NA
Coelomomyces lativittatus,945690,Coelomomyces,Coelomomycetaceae,Blastocladiales,Blastocladiomycetes,Fungi
Coelomomyces pentangulatus,NA,NA,NA,NA,NA,NA
Coelomomyces quadrangulatus,945693,Coelomomyces,Coelomomycetaceae,Blastocladiales,Blastocladiomycetes,Fungi
Coelomomyces sculptosporus,NA,NA,NA,NA,NA,NA
Coelomomyces solomonis,NA,NA,NA,NA,NA,NA
Coelomomyces uranotaeniae,NA,NA,NA,NA,NA,NA
Coelomomyces tasmamensis,NA,NA,NA,NA,NA,NA
Coelomomyces walkeri,NA,NA,NA,NA,NA,NA
Nosema parkeri,NA,NA,NA,NA,NA,NA
Amblyospora styriaca,NA,NA,NA,NA,NA,NA
Helmichia glandulicola,NA,NA,NA,NA,NA,NA
Gregarina embiae,NA,NA,NA,NA,NA,NA
Gregarina endomychi,NA,NA,NA,NA,NA,NA
Gregarina epilamprae,NA,NA,NA,NA,NA,NA
Gregarina fastidiosa,NA,NA,NA,NA,NA,NA
Gregarina fernandoi,NA,NA,NA,NA,NA,NA
Gregarina fontanae,NA,NA,NA,NA,NA,NA
Gregarina galliveri,NA,NA,NA,NA,NA,NA
Gregarina gibbsi,NA,NA,NA,NA,NA,NA
Gregarina globosa,NA,NA,NA,NA,NA,NA
Gregarina grassei,NA,NA,NA,NA,NA,NA
Gregarina grylli,NA,NA,NA,NA,NA,NA
Gregarina gryllotalpae,NA,NA,NA,NA,NA,NA
Gregarina guttiventra,NA,NA,NA,NA,NA,NA
Gregarina heterochirae,NA,NA,NA,NA,NA,NA
Gregarina hyalocephala,NA,NA,NA,NA,NA,NA
Gregarina kazumii,NA,NA,NA,NA,NA,NA
Gregarina ipidiae,NA,NA,NA,NA,NA,NA
Gregarina kingi,650279,Gregarina,Gregarinidae,Eugregarinorida,Conoidasida,NA
Gregarina labidurae,NA,NA,NA,NA,NA,NA
Gregarina lagenoides,NA,NA,NA,NA,NA,NA
Gregarina larvarum,NA,NA,NA,NA,NA,NA
Gregarina lalatumerata,NA,NA,NA,NA,NA,NA
Gregarina diforma,NA,NA,NA,NA,NA,NA
Gregarina electae,NA,NA,NA,NA,NA,NA
Gregarina fusipara,NA,NA,NA,NA,NA,NA
Gregarina laucournetensis,NA,NA,NA,NA,NA,NA
Gregarina lipai,NA,NA,NA,NA,NA,NA
Gregarina locustae,NA,NA,NA,NA,NA,NA
Gregarina longirostris,NA,NA,NA,NA,NA,NA
Gregarina lypropsi,NA,NA,NA,NA,NA,NA
Gregarina macrocephalia,NA,NA,NA,NA,NA,NA
Gregarina macrotermitis,NA,NA,NA,NA,NA,NA
Gregarina maculata,NA,NA,NA,NA,NA,NA
Gregarina malachiidarum,NA,NA,NA,NA,NA,NA
Gregarina marteli,NA,NA,NA,NA,NA,NA
Gregarina maliensis,NA,NA,NA,NA,NA,NA
Gregarina megaspora,NA,NA,NA,NA,NA,NA
Gregarina melolonthae,NA,NA,NA,NA,NA,NA
Gregarina microcephala,NA,NA,NA,NA,NA,NA
Gregarina mirotermitis,NA,NA,NA,NA,NA,NA
Gregarina princisi,NA,NA,NA,NA,NA,NA
Gregarina ptini,NA,NA,NA,NA,NA,NA
Gregarina pusilla,NA,NA,NA,NA,NA,NA
Gregarina quenui,NA,NA,NA,NA,NA,NA
Gregarina raphidiae,NA,NA,NA,NA,NA,NA
Gregarina rhyparobiae,NA,NA,NA,NA,NA,NA
Gregarina rondoni,NA,NA,NA,NA,NA,NA
Gregarina rostrata,NA,NA,NA,NA,NA,NA
Gregarina ruszkowskii,NA,NA,NA,NA,NA,NA
Gregarina scarabei,NA,NA,NA,NA,NA,NA
Gregarina segmentata,NA,NA,NA,NA,NA,NA
Gregarina statirae,NA,NA,NA,NA,NA,NA
Gregarina soror,NA,NA,NA,NA,NA,NA
Gregarina steini,NA,NA,NA,NA,NA,NA
Gregarina stygia,NA,NA,NA,NA,NA,NA
Gregarina subtilis,NA,NA,NA,NA,NA,NA
Gregarina tahitiensis,NA,NA,NA,NA,NA,NA
Gregarina tenuis,NA,NA,NA,NA,NA,NA
Gregarina tetricis,NA,NA,NA,NA,NA,NA
Gregarina uniducta,NA,NA,NA,NA,NA,NA
Gregarina vellardi,NA,NA,NA,NA,NA,NA
Gregarina verroni,NA,NA,NA,NA,NA,NA
Gregarina vizri,NA,NA,NA,NA,NA,NA
Gregarina vulgata,NA,NA,NA,NA,NA,NA
Gregarina wahrmani,NA,NA,NA,NA,NA,NA
Erhardovina bisphaera,NA,NA,NA,NA,NA,NA
Erhardovina carabodis,NA,NA,NA,NA,NA,NA
Erhardovina euzeti,NA,NA,NA,NA,NA,NA
Erhardovina fuscozetis,NA,NA,NA,NA,NA,NA
Erhardovina phtiracari,NA,NA,NA,NA,NA,NA
Erhardovina platynothri,NA,NA,NA,NA,NA,NA
Erhardovina postneri,NA,NA,NA,NA,NA,NA
Erhardovina scutovertexi,NA,NA,NA,NA,NA,NA
Leidyana gryllorum,NA,NA,NA,NA,NA,NA
Leidyana aglossae,NA,NA,NA,NA,NA,NA
Leidyana erratica,196594,Leidyana,Leidyanidae,Eugregarinorida,Conoidasida,NA
Leidyana gnyanagangai,NA,NA,NA,NA,NA,NA
Leidyana lancea,NA,NA,NA,NA,NA,NA
Leidyana latifolia,NA,NA,NA,NA,NA,NA
Leidyana latiformis,NA,NA,NA,NA,NA,NA
Leidyana limnophili,NA,NA,NA,NA,NA,NA
Leidyana linguata,NA,NA,NA,NA,NA,NA
Leidyana oblonga,NA,NA,NA,NA,NA,NA
Leidyana vierlingi,NA,NA,NA,NA,NA,NA
Leidyana obtusa,NA,NA,NA,NA,NA,NA
Leidyana oviformis,NA,NA,NA,NA,NA,NA
