"","CitationCode","Reference","CreationDate","ModificationDate","ReadBy","GetIt","nvpCount"
"1606",1711,"Harry, O. G. 1967.  Effects of a eugregarine Gregarina polymorpha (Hammerschmidt) on the mealworm larva of Tenebrio molitor.  J. Protozool. 14:  539-547.","3/27/2099","4/2/2099","","",1
"1607",1712,"Toguebaye, B. S.; Marchand, B.; and Bouix, G. 1988.  Microsporidia of the Chyrsomelidae.  Pages 399-416 in P. Jolivet, E. Petitpierre, and T. H. Hsiao (eds.) Biology of Chrysomelidae.  Kluwer Academic Press","3/30/2099","4/8/2099","smb","",14
"1608",1713,"Toguebaye, B. S.; and Marchand, B. 1983.  Developpement dune microsporidie du genre Unikaryon Canning, Lai et Lie, 1974, chez un Coleoptere Chrysomelidae, Euryope rubra (Latreille, 1807): etude ultrastructurale.  Protistologica 19: 371-383.","3/30/2099","3/30/2099","","",1
"1609",1714,"Hostounsky, Z.; and Weiser, J.  1978.  Pleistophora grossa sp. n. (Pleistophoridae, Microsporida) parasite of chrysomelid in Yougoslavia.  Vest. Cs. Spolec. Zool.  42:  112-114.","3/30/2099","3/30/2099","","",2
"1610",1715,"Weiser, J.; and Hostounsky, Z. 1981.  Pleistophora agelasticae sp. n. a new microsporidian infecting Agelastica alni in Central Asia, USSR.  Vest. Cs. Spolec. Zool. 45:  314-320.","3/30/2099","3/30/2099","","",1
"1611",1717,"Corliss, J. O. 1960.  Tetrahymena chironomi sp. nov., a ciliate from midge larvae, and the current status of facultative parasitism in the genus Tetrahymena.  Parasitology 50:  111-153.","3/31/2099","4/8/2099","smb","",11
"1612",1718,"Iwano, H.; and Ishihara, R. 1991.  Dimorphic development of Nosema bombycis spores in gut epithelium of larvae of the silkworm, Bombyx mori.  J. Sericult. Sci. Jpn.  60:  249-256.","3/31/2099","3/31/2099","","",1
"1613",1719,"Pilarska, D.; and Vavra, J. 1991.  Morphology and development of Nosema serbica Weiser, 1963 (Microspora, Nosematidae), parasite of the gypsy moth Lymantria dispar (Lepidoptera: Noctuidae).  Folia Parasitol. 38:  115-121.","3/31/2099","3/31/2099","","",1
"1614",1720,"Rajakumari, K.; and Narasimhamurti, C. C. 1984.  A new gregarine Retractocephalus waltairensis, from an insect, Raphidopalpa (sic) stevensi.  Ind. J. Parasit. 8:  107-109.","3/31/2099","3/31/2099","","",1
"1615",1721,"Haldar, D. P.; and Chakraborty, N. 1976.  Retractocephalus--A new genus of cephaline Gregarines (Protozoa: Sporozoa) from insects.  Current Science 45:  668-669.","3/31/2099","3/31/2099","","",2
"1616",1722,"Lipa, J. J., and Wohlgemuth, R. 1986.  A new neogregarine infection of Prostephanus truncatus (Horn) (Coleoptera, Bostrychidae) caused by Mattesia sp. (Aphrycystinae, Neogregarinidae).  Acta Protozool., 25(2): 219-222.","4/1/2099","7/19/2099","","",1
"1617",1723,"Canning, E. U. 1982.  An evaluation of protozoal characteristics in relation to biological control of pests.  Parasitology 84:  119-149.","4/8/2099","5/17/2099","smb","",6
"1618",1724,"Lea, 1958.  Recent outbreaks of the brown locust, Locustana pardalina (Walk.) with special references to the influence of rainfall.  Journal of the Entomological Society of South Africa 21:  18-35.","4/8/2099","5/17/2099","","",1
"1619",1725,"Lipa, J. J. 1963.  Infections caused by protozoa other than sporozoa, pp. 335-362 in E. A. Steinhaus (ed.) Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.  689 pp.","4/8/2099","4/19/2099","smb","",36
"1620",1726,"Minchin, H. A. 1910.  On some parasites observed in the rat-flea (Ceratophyllus fasciatus).  Festschr. 60, Geburstag R. Hertwigs, 1:  289-302.","4/8/2099","4/13/2099","","",1
"1621",1727,"Bishop, A., and Tate, P. 1939.  The morphology and systematic position of Dobellina mesneli nov. gen. (Entamoeba mesnili Keilin, 1917).  Parasitology 31:  501-510.","4/8/2099","7/2/2099","smb","",3
"1622",1728,"Keilin, D.  1917.  Un nouvelle entamibe Entamoeba mesnili n. sp., parasite intestinale dune larve dune diptere.  Compt. Rend. Soc. Biol. 80:  133-136.","4/8/2099","4/13/2099","","",2
"1623",1729,"Lamborn, W. A. 1921.  A protozoon pathogenic to mosquito larvae.  Parasitology 13:  213.","4/8/2099","4/13/2099","","",1
"1624",1730,"Muspratt, J. 1945.  Observation on the larvae of treehole breeding Culicini (Diptera: Culicidae) and two of their parasites.  J. Entomol. Soc. S. Africa 8:  13-20.","4/8/2099","4/13/2099","","",8
"1625",1732,"Lichtenstein, J. L.  1921.  Ophryoglena collini n. sp., parasite coelomique de larves dephemeres.  Compt. Rend. Soc. Biol. 85:  794-796.  ","4/8/2099","4/13/2099","","",1
"1626",1733,"Codreanu, R. 1930.  Sur la phase interne du cycle evolutif de formes dOphryoglena, infusoires endoparasites des larves dEphemeres.  Compt. Rend. Acad. Sci. 190:  1154-1157.","4/8/2099","4/8/2099","","",1
"1627",1734,"Mercier, L.; and Poisson, R.  1923.  Un cas de parasitisme accidentel dune nepe par un infusoire.  Compt. Rend. Acad. Sci. 176:  1838-1841.  ","4/8/2099","4/13/2099","","",1
"1628",1735,"Elson, J. A.  1933.  Protozoans and beetles.  Am. Naturalist 13:  366-368.","4/8/2099","4/8/2099","","",1
"1629",1736,"Hall, I. M.; Oliver, E, H. A.; and Given, B. B. 1977.  Nosema costelytrae n. sp. a microsporidian parasite of larvae of Costelytra zealandica (Coleoptera:  Scarabaeidae) in New Zealand.  New Zealand Journal of Zoology 4:  1-3. ","4/9/2099","4/9/2099","","",1
"1630",1737,"Hall, I. M.; Oliver, E, H. A.; and Given, B. B. 1976.  Nosema takapauensis n. sp. a microsporidian parasite of larvae of Costelytra zealandica (Coleoptera:  Scarabaeidae) in New Zealand.  New Zealand Journal of Zoology 3:  257-260. ","4/9/2099","4/9/2099","","",1
"1631",1738,"Huger, A.  1964.  Entwicklungskreis und Pathologie einer Mikrosporidiose durch Nosema melolontha Drieg. com. nov. bei Engerlingen von Melolontha melolontha L.  (Coleoptera:  Melolonthidae).  Entomophaga Memoirs 2:  83-90.  ","4/9/2099","4/9/2099","","",1
"1632",1739,"Hurpin, B. 1959.  Les maladies du ver blanc (Melolontha melolontha L.)  et essai dutilisation dune maladie laiteuse indigene.  Phytiatrie-Phytopharmacie 8:  85-90.  ","4/9/2099","4/9/2099","","",1
"1633",1740,"Hurpin, B.  1964.  Essais sur la maladie laitense des larves de Melolontha melolontha L.  Entomophaga Memoirs 2:  40-45.","4/9/2099","4/9/2099","","",1
"1634",1741,"Hurpin, B.  1965.  An epizootic caused by Nosema melolonthae (Krieg) in the larva of the cockchafer Melolontha melolontha.  Journal of Invertebrate Pathology 7:  39-44.","4/9/2099","4/9/2099","","",1
"1635",1742,"Hanula, J. L., and Andreadis, T. G. 1988.  Parasitic micro-organisms of Japanese beetle (Coleoptera: Scarabaeidae) and associated scarab larvae in Connecticut soils.  Environmental Entomology 17:  709-714.","4/9/2099","4/23/2099","smb","",13
"1636",1743,"Hanula, J. L.  1990.  Epizootiological investigations of the microsporidium Ovavesicula popilliae and bacterium Bacillus popiliae in field populations of the Japanese beetle (Coleoptera:  Scarabaeidae).  Environmental Entomology 19:  365-386.  ","4/9/2099","4/9/2099","","",1
"1637",1744,"Purrini, K., and Kohring, G. W.  1986.  Light- and electron microscopic studies on a new microsporidian, Pleistophora tanzaniae n. sp. (Microsporida, Microspora) parasitizing the Oryctes monoceros Oliv. (Scarabaeidae, Coleoptera).  Archiv Protistenkunde 131:  281-286.","4/9/2099","4/9/2099","","",1
"1638",1745,"Malone, L. A., Wigley, P. J., and Dhana, S. D. 1987.  Identity of a microsporidium from three New Zealand pasture insects:  Costelytra zealandica (Coleoptera, Scarabaeidae), Wiseana spp.  (Lepidoptera, Hepialidae), and Listronotus bonariensis (Coleoptera, Curculionidae).  Journal of Invertebrate Pathology 49:  135-144.","4/9/2099","4/9/2099","","",3
"1639",1746,"Milner, R. J., and Lutton, G. G. 1980.  Interaction between Oncopera albuguttata (Lepidoptera: Hepialidae) and its microsporian pathogen, Pleistophora oncoperae (Protozoa: Microsporida).  Journal of Invertebrate Pathology 36(2):  198-202.","4/9/2099","7/19/2099","","",1
"1640",1747,"Tuzet, O.; Vago, C.; Ormieres, R.; and Robert, P.  1965.  Adelina melolonthae n. sp., coccidie parasite des larvae de Melolontha melolontha.  Archives Zoologie Experimentale Generale 106:  513-521.","4/9/2099","4/9/2099","","",1
"1641",1748,"Hurpin, B., and Robert, P. H. 1972.  Comparison of certain pathogens of the cockchafer Melolontha melolontha in plots of natural meadowland.  Journal of Invertebrate Pathology 19:  291-298.","4/9/2099","4/23/2099","","",1
"1642",1749,"Weiser, J. 1963.  Sporozoan Infections, pp. 291-334  in E. A. Steinhaus (ed.) Insect Pathology an Advanced Treatise, Vol. 2.  Academic Press, New York.   689 pp.","4/9/2099","4/19/2099","smb","",43
"1643",1750,"Malone, L. A., and Dhana, S. D.  1988.  Life cycle and ultrastructure of Adelina tenebrionis (Sporozoea:  Adeleidae) from Heteronychus arator (Coleoptera:  Scarabaeidae)  Parasitology Research 74:  201-207.","4/9/2099","4/9/2099","","",1
"1644",1751,"Robert, P. 1989.  Un protozoaire parasite de Cetonia aurata (Coleoptera:  Scarabaeidae).  Imago 37:  7-9.","4/9/2099","4/9/2099","","",1
"1645",1752,"Klein, M. G. 1988.  Pest management of soil-inhabiting insects with micro-organisms.  Agriculture, Ecosystems and Environment 24:  337-349.","4/9/2099","9/7/2000","","Yes.  NO ASSOCIATION RECORDS?",NA
"1646",1753,"Purrini, K., and Kohring, G. W.  1987.  Ophryocystis oryctesi n. sp. (Ophryocystidae, Neogregarinida), a new neogregarine, parasitizing rhinoceros beetle, Oryctes monoceros Oliv. (Scarabaeidae, Coleoptera).  Zoologischer Anzeiger 218:  237-245.","4/9/2099","4/9/2099","","",1
"1647",1755,"Theodorides, J.  1953.  Contribution a letude des parasites et phoretiques de Coleopteres terrestres.  These Sc. Natural, Paris, No. 3509: 1-310.","4/9/2099","9/7/2000","","",4
"1648",1756,"Hurpin, B., and Vago, C. 1958.  Les maladies du hanneton commun (Melolontha melolontha L.)  (Col.: Scarabaeidae).  Entomophaga 3:  286-327. [pages possibly 292-294, from Veen, ref 1985.]","4/9/2099","9/7/2099","","",4
"1649",1757,"Weiser, J., and Wille, H. 1960.  Uber eine Gregarine aus der Engerlinge von Hoplia sp. aus der Schweiz.  Ceskoslov. parasitol.  7:  351-354.","4/9/2099","4/19/2099","","",1
"1650",1758,"Hurpin, B.  1971.  Ecologie des scarabeides et lutte biologique contre les vers blancs.  Bulletin Societe dEcologie II:  122-135.","4/9/2099","4/9/2099","","",1
"1651",1759,"Weiser, J. 1977.  An Atlas of Insect Diseases.  Academia, Prague, Czechoslovakia.","4/9/2099","9/7/2000","","",2
"1652",1760,"Tuzet, O.; Ormieres, R.; Vago, C.; Monsarrat, P.; and Bedford, G. O. 1967.  Cycle coelomique de Strictospora kurdistana Theod. 1961 eugregarine parasite de larvae dOryctes (Coleoptera, Scarabaeidae).  Bulletin Societe Zoologique France 92:  597-602.","4/9/2099","4/9/2099","","",1
"1653",1761,"Leger, L. 1893.  Sur une nouvelle gregarine terrestre des larves de Melolothides de provence.  Comptes Rendus des Seances.  Academie des Sciences 117:  1-129.","4/9/2099","4/9/2099","","",2
"1654",1762,"Prell, H. 1927.  Beitrage zur Kenntniss einer Amobenseuche der Honigbiene.  Z. Angew. Entomol. 12:  163-168.","4/13/2099","4/13/2099","","",1
"1655",1763,"Kellen, W. R.; Wills, W.; and Lindgren, J. E.  1961.  Ciliatosis in Aedes sierrensis (Ludlow) .  J. Insect Pathol. 3:  335-338.","4/13/2099","4/13/2099","","",1
"1656",1764,"Matthes, D.  1956.  Saugeninfusorien auf Wasserkafern.  Orion, 11(9-10):  369-373.","4/13/2099","6/23/2000","smb; OMIT, not useful.  ","",NA
"1657",1765,"Toumanoff, C.  1947.  Une epizootie mortelle chez les chenilles des Fausses teignes des ruches, Achroa grisella Fabr. et Galleria mellonella L., due a Coelogregarina ephestiae Ghel. Compt. Rend. Acad. Sci. 227:  1274-1276.","4/14/2099","4/14/2099","","",2
"1658",1766,"Keilin, D. 1923.  On a new Schizogregarine: Schizocystis legeri, n.sp., an intestinal parasite of dipterous larvae (Systenus).  Parasitology, 15:  103-116.","4/19/2099","4/23/2099","","",1
"1659",1767,"Bhatia, M. L. 1937.  On Adelina tribolii, a coccidian parasite of Tribolium ferrugineum.  Parasitology 29:  239-246.","4/19/2099","4/23/2099","smb","",2
"1660",1768,"Vincent, M.  1927.  On Legerella hydropori n.sp., a coccidian parasite of the Malpighian tubules of Hydroporus palustris L. (Coleoptera).  Parasitology 19:  394-400.","4/19/2099","4/23/2099","","",1
"1661",1769,"Weiser, J. 1954.  Prispevek k. znalosti cizopasniku kurovce Ips typographus.  Vestnik Ceskoslov. zool. spol. 17:  217-224.","4/19/2099","4/19/2099","","",1
"1662",1770,"Huger, A.  1961.  Light and electronmicroscopical study of a new Haplosporidiosis in Tipula paludosa Meigen.  !st Intern. Conf. Protozool., Praha, 1961 [In Press, as cited in Weiser 1963, ref. # 1749].","4/19/2099","4/19/2099","","",1
"1663",1771,"Gibbs, A. J. 1959.  Coelospora binucleata, gen. nov., sp. nov., a haplosporidian parasite found in Gonocephalum arenarium (Coleoptera).  Parasitology 49: 552-558.","4/19/2099","4/23/2099","smb","",1
"1664",1772,"Weiser, J. and Veber, J.  1955.  Moznosti biologickeho boje s prastevnickem americkym.  Zool. entomol. listy 3:  55-68.","4/19/2099","4/19/2099","","",2
"1665",1773,"Keilin, D. 1921.  On the life-history of Helicosporidium parasiticum, n.g., n.sp., a new type of protist parasitic in the larvae of Dasyhelea obscura Winn. (Diptera, Ceratopogonidae) and in some other arthropods.  Parasitology:  13:  97-113.  ","4/19/2099","6/3/2099","smb","Check it again, fam of Mycetobia pallipes",2
"1666",1774,"Weiser, J. 1947.  Caudospora simulii n.g., n.sp., parasite nouveau des larves de Simulium.  Annales de Parasitologie 22:11-15.","4/19/2099","6/22/2000","smb","",1
"1667",1775,"Kramer, J. P. 1963.  Pathogens of vertebrates and plants as pathogens of their acarine and insect vectors, pp. 251-272 In E. A. Steinhaus, ed., Insect Pathology an Advanced Treatise, Vol. 1.  Academic Press, New York.  661 pp.","4/19/2099","4/20/2099","smb, protozoa section only","",19
"1668",1776,"Wood, S. F.  1942.  The persistence of Trypanosoma cruzi in dead con-nosed bugs (Hemiptera: Reduviidae)  Am. J. Trop. Med. 22:  613-621.","4/20/2099","4/20/2099","","",1
"1669",1777,"Shortt, H. E., Barraud, P. J., and Craighead, A. C.  1926.  The life-history and morphology of Herpetomonas donovani in the sandfly Phlebotomus argentipes.  Indian J. Med. Research 13:  947-959.","4/20/2099","4/20/2099","","",1
"1670",1778,"Wenyon, C. M. 1926.  Protozoology,  Vol. I, p. 471.  Bailliere Tindall & Cox, London.  ","4/20/2099","4/20/2099","","",1
"1671",1779,"Garnham, P. C. C. 1955.  The comparative pathogenicity of protozoa in their vertebrate and invertebrate hosts.  Symposium Soc. Gen. Microbiol. 5th pp. 191-206.","4/20/2099","4/20/2099","","",1
"1672",1780,"Nelson, W. A.  1956.  Mortality in the sheep ked Melophagus ovinus (L.) caused by Trypanosoma melophagium Flu.  Nature 178:  750.","4/20/2099","4/20/2099","","",1
"1673",1782,"Macfie, J. W. S., and Thomson, J. G. 1929.  A trypanosome of the canary (Serinus canarius Kock).  Trans. Roy. Soc. Trop. Med. Hyg. 23:  185-191.","4/20/2099","4/20/2099","","",1
"1674",1783,"Buxton, P. A. 1935.  The effect of Proteosoma upon the survival of Culex.  Parasitology 27:  547-550.","4/20/2099","7/2/2099","smb","",1
"1675",1784,"Thompson, P. E., and Huff, C. G. 1944.  Saurian malarial parasites of the United States and Mexico.  J. Infectious Diseases 74:  68-79.","4/20/2099","4/20/2099","","",2
"1676",1785,"Sinton, J. A., and Shute, P. G. 1938.  A report on the longevity of mosquitoes in relation to the transmission of malaria in nature.  Rept. Public Helath and Med. Subjects (London), Rept. No. 85: 1-45.","4/20/2099","4/20/2099","","",1
"1677",1786,"Boyd, M. F., and Stratman-Thomas, W. K. 1933.  A controlled technique for the employment of naturally induced malaria in the therapy of paresis.  Am. J. Hyg. 17:  37-54.","4/20/2099","4/20/2099","","",1
"1678",1787,"Boyd, M F. 1940.  On the correlation between the incidence of stomach and gland infection in Anopheles quadrimaculatus infected with Plasmodium vivax.  Am. J. Trop. Med. 20:  129-131.","4/20/2099","4/20/2099","","",1
"1679",1788,"Roubaud, E. 1945.  Influence du developpement plasmodien sur la fecondite des moustiques hotes.  Bull. soc. pathol. exotique 38: 300-304.","4/20/2099","4/20/2099","","",1
"1680",1789,"Miller, W. W. 1908.  Hepatozoon perniciosum (n.g., n.sp.); a haemogregarine pathogenic for white rats; with a description of the sexual cycle in the intermediate hsot, a mite (Lelaps echidninus).  Bull. Hyg. Lab. U. S. Public Health and Marine Hosp. Serv. No.. 46, 51 pp.","4/20/2099","4/20/2099","","",1
"1681",1790,"Brumpt, E. 1938.  Formes evolutives dHaemogregarina mauritanica chez la tique Hyalomma seriacum.  Ann. Parasitol. Humaine et Comparee 16:  350-361.","4/20/2099","4/20/2099","","",1
"1682",1791,"Abramov, I. V. 1955.  On the length of preservation of the causal agent of equine piroplasmosis (Piroplasma caballi) in the tick Hyalomma plumbeum Panzer 1795.  Veterinariya 32:  42-46. [In Russian]","4/20/2099","4/20/2099","","",1
"1683",1792,"Oma, E. A., and Hewitt, G. B.  1984.  Effect of Nosema locustae (Microsporida: Nosematidae) on food consumption in the differential grasshopper (Orthoptera: Acrididae).  J. Econ. Entomol. 77:  500-501.","4/22/2099","4/28/2099","","",1
"1684",1793,"Johnson, D. L., and Pavlikova, E.  1986.  Reduction of consumption by grasshoppers (Orthoptera: Acrididae) infected by Nosema locustae Canning (microsporida: Nosematidae).  J. Invert. Pathol. 48:  232-238.","4/22/2099","4/22/2099","","",1
"1685",1794,"Streett, D. A., and McGuire, M. R.  Pathogenic diseases of grasshoppers, pp. 483-516 in R. F. Chapman and A. Joern (eds.) Biology of Grasshoppers.  John Wiley and Sons, New York.  ","4/22/2099","4/27/2099","","smb; protozoa part only",NA
"1686",1795,"Boorstein, S. M., and Ewald, P. 1987.  Costs and benefits of behavioral fever in Melanoplus sanguinipes infected by Nosema acridophagus.  Physiol. Zool. 60:  586-595.","4/22/2099","4/22/2099","","",1
