"","CitationCode","Reference","CreationDate","ModificationDate","ReadBy","GetIt","nvpCount"
"1141",1240,"Poinar, G. O., Jr., 1986. Recognition of Neoaplectana species.  Proceedings of the Helminthological Society of Washington 53: 121-129.","5/28/2097","5/28/2097","","",NA
"1142",1241,"Poinar, G. O., Jr. and Veremchuk, G. V., 1970. A new strain of entomopathogenic nematodes and geographical distribution of Neoaplectana carpocapsae Weiser (Rhabditida, Steinernematidae).  Zoologicheskii Zhurnal 49: 966-969. (in Russian).","5/28/2097","5/28/2097","","",NA
"1143",1242,"Kozodoi, E. M., 1984. A new entomophagous nematode Neoaplectana anomali sp.n. (Rhabditida, Steinernematidae) and its biology. Zoologicheskii Zhurnal 63: 1605-1909. (in Russian).","5/28/2097","5/28/2097","","",NA
"1144",1243,"Travassos, L., 1931. Una nova specie do genero Neoaplectana Steiner (Nematoda). Boletin Biologico, Sao Paulo 19: 150-154.","5/28/2097","5/28/2097","","",NA
"1145",1244,"Pye, A. E. and Burman, M., 1978. Neoaplectana carpocapsae: infection and reproduction in large pine weevil larvae, Hylobius abietis.  Experimental Parasitology 46: 1-11","5/28/2097","5/28/2097","","",NA
"1146",1245,"Akhurst, R. J., 1980. Morphological and functional dimorphism in Xenorhabdus spp. , bacteria symbiotically associated with insect pathogenic nematodes Neoaplectana and Heterorhabditis. Journal of General Microbiology 121: 303-309.","5/28/2097","5/28/2097","","",NA
"1147",1246,"Akhurst, R. J., 1987. Use of starch gel electrophoresis in the taxonomy of the genus Heterorhabditis (Nematoda: Heterorhabditidae). Nematologica 33: 11-9.","5/28/2097","5/28/2097","","",NA
"1148",1247,"Akhurst, R. J., Bedding, R. A., Bull, R. M. and Smith, D.R.J., 1992. An epizootic of Heterorhabditis spp. (Heterorhabditidae: Nematoda) in sugar cane scarabaeids (Coleoptera). Fundamental and Applied Nematology 15: 71-73.","5/28/2097","5/28/2097","","",NA
"1149",1248,"Georgis, R. and Hague, N.G.M., 1981. A neoaplectanis nematode in the larch sawfly Cephalcia lariciphila (Hymenoptera: Pamphiliidae).  Annals of Applied Biology 99: 171-177.","5/28/2097","5/28/2097","","",NA
"1150",1249,"Weiser, J., 1955. Neoaplectana carpocapsae, n. sp. (Anguillaluata: Steinernematinae), novy cizopasník housenek obalece jablecného, Carpocapsa pomonnella L. Bestniik Ceskoslovenske Zoologické Spolecnosti 19: 44-51.","5/28/2097","5/28/2097","","",NA
"1151",1250,"Stanuszek, S., 1974a. Neoaplectana feltiae complex (Rhabditoidea, Steinernematidae), its taxonomic position within the genus Neoaplectana and traspecific structure.  Zeszty Problemowe Postepów Nauk Rolniczych 154: 331-360.","5/28/2097","5/28/2097","","",NA
"1152",1251,"Stanuszek, S., 1974b. Neoaplectana feltiae pieridarum n. ecotype (Nematoa: Rhabditoidea, Steinernematidae)  a parasite of Pieris brassicae L. and Mamestra brassicae L. in Poland: morphology and biology.  Zeszty Problemowe Postepów Nauk Rolniczych 154: 361-391.","5/28/2097","5/28/2097","","",NA
"1153",1252,"Vinciguerra, M. T. and Tacconi, R., 1983. Variabilita morfologica di Neoaplectana carpocapsae Weiser, 1955 (Rhabditida, Nematoda) rinvenuta in larve di Laspeyresia pomonella (L.).  Bolletino del Instituto di Entomologia Guido Grandi, Universita di Bologna (Italy) 38:89-94.","5/28/2097","5/28/2097","","",NA
"1154",1253,"Wouts, W. M., 1980. Biology, Life cycle and redescription of Neoaplectana bibionis Bovien 1937.  Journal of Nematology 12: 62-72","5/28/2097","5/28/2097","","",NA
"1155",1254,"Vainio, A. and Hokkanen, H.M.T., 1993.  The potential of entomopahtogenic fungi and nematodes against Otiorhynchus ovatus L. and O. dubius Strom. (Col: Curculionidae) in the field.  Journal of Applied Entomology 115:379-387.","5/28/2097","5/28/2097","","",NA
"1156",1255,"Pollitt, S., Peters, A. and Ehlers, R.-U., 1994.  Control potential of a naturally occurring Steinernema feltiae population.  IOBC/WPRS Bulletin 17: 144-147.","5/28/2097","5/28/2097","","",NA
"1157",1256,"Hoy, J. M., 1954.  The biology and host range of Neoaplectana leucaniae, a new species of insect-parasite nematode.  Parasitology 44: 392-399.","5/28/2097","5/28/2097","","",NA
"1158",1257,"Wright, P. J. and Jackson, T. A., 1988.  Low temperature activity and infectivity of a parasitic nematode against porina and grass grub larvae, in  Proceedings of the Forty-first New Zealand Weed and Pest Control Conference. pp. 138-140.","5/28/2097","5/28/2097","","",NA
"1159",1258,"Turco, C. P., Thames, W. H., Jr and Hopkins, S. H., 1971.  On the taxonomic status and comparative morphology of species of the genus Neoaplectana Steiner (Neoaplectanidae: Nematoda).  Proceedings of the Helminthological Society of Washington 38: 68-79.","5/28/2097","5/28/2097","","",NA
"1160",1259,"Steiner, G., 1923.  Aplectana draussei n. sp., eine in der Blattwespe Lyda sp. parasitierende Nematodenform.  Aentralblatt für Bakteriologie, Parasitenkunde infectionskrankheiten und Hygiene, Abteilung ll 59: 14-18.","5/28/2097","5/28/2097","","",NA
"1161",1260,"Eichhorn, O., 1988.  Untersuchungen über die Fichtengespinsblattwespen Cephalcia spp. PANZ (Hymenoptera, Panphiliidae). II. Die Larven- und Nymphenparasiten.  Journal of Applied Entomology 105: 105-140.","5/28/2097","5/28/2097","","",NA
"1162",1261,"Fischer, P. and Fuhrer, E., 1990.  Effect of soil acidity on the entomophilic nematode Steinernema kraussei Steiner.  Biology and Fertility of Soil 9: 174-177.","5/28/2097","5/28/2097","","",NA
"1163",1262,"Mrácek, A., 1986.  Nematodes and other factors controlling the sawfly, Cephaleia abietis (Pamphilidae: Hymenoptera), in Czechoslovakia,  Forest Ecology and Management 15: 75-79.","5/28/2097","5/28/2097","","",NA
"1164",1263,"Mamiya, Y., 1988.  Steinernema kushidai n. sp. (Nematoda: Steinernematidae) associated with scarabaeid beetle larvae from Shizuoka, Japan.  Applied Entomology and Zoology 23: 313-320.","5/28/2097","5/28/2097","","",NA
"1165",1264,"Nguyen, K. B. and Smart, G. C., Jr., 1992.  Steinernema neocurtillis n. sp. (Rhabditida: Steinernematidae) and key to species of the genus Steinernema.  Journal of Nematology 24: 463-477.","5/28/2097","5/28/2097","","",NA
"1166",1265,"Nguyen, K. B. and Smart, G. C., Jr., 1990.  Steinernema scapterisci n. sp. (Rhabditida: Steinernematidae).  Journal of Nematology 23: 187-199.","5/28/2097","5/28/2097","","",NA
"1167",1266,"Nguyen, K. B. and Smart, G. C., Jr., 1994.  Neosteinernema longicurvicaudum n. gen., n. sp. (Rhabditida: Steinernematidae), a parasite of the termite Reticulitermes flavipes (Koller).  Journal of Nematology 26: 162-174.","5/28/2097","5/28/2097","","",NA
"1168",1267,"Doucet, M. M. A., 1986.  A new species of Neoaplectana Steiner 1929 (Nematoda: Steinernematidae) from Cordoba, Argentina.  Revue de Nematologie 9: 317-323.","5/28/2097","5/28/2097","","",NA
"1169",1268,"Raulston, J. R., Pair, S. D., Loera, J. and Cabanillas, H. E., 1992.  Prepupal and pupal parasitism of Helicoverpa zea and Spodptera frugiperda (Lepidoptera: Noctuidae) by Steinernema sp. in cornfields in the lower Rio Grande Valley.  Journal of Economic Entomology 85: 1666-1670.","5/28/2097","5/28/2097","","",NA
"1170",1269,"Stock, S. P., Gardner, L. L., Wu, F. F. and Kaya, H. K., 1995.  Characterization of two Steinernema scapterisci populations (Nematoda: Steinernematidae) using morphology and random amplified polymorphic DNA markers.  Journal of the Helminthological Society of Washington 62: 242-249.","5/28/2097","5/28/2097","","",NA
"1171",1270,"Parkman, J. P. and Frank, J. H., 1992.  Infection of sound-trapped mole crickets, Scapteriscus spp., by Steinernema scapterisci.  Florida Entomologist 75: 163-165.","5/28/2097","5/28/2097","","",NA
"1172",1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","5/28/2097","5/28/2097","","",NA
"1173",1272,"Caballero, Pl, Vargas-Osuna, E. and Santiago-Alvarez, C., 1989.  Presencia de gusanos grises sobre diversos cultivos en Andalucia y Extremadura y sus parasitos y patogenos asociados,  Boletin de Sanidad Vegetal y Plagas 15: 3-7,","5/28/2097","5/28/2097","","",NA
"1174",1273,"Arteaga-Hernandez, E. M. and Mrácek, Z., 1984.  Heterorhabditis heliothidis, a parasite of insect pests in Cuba.  Folia Parasitologica (Praha) 31: 11-17.","5/28/2097","5/28/2097","","",NA
"1175",1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","5/28/2097","5/28/2097","","",NA
"1176",1275,"Glaser, R. W., McCoy, E. E. and Girth, H. G., 1942.  The biology and culture of Neoaplectana chresima, a new nematode parasitic in insects.  J. Parasitol. 26: 49-495.","5/29/2097","5/29/2097","","",NA
"1177",1276,"Glaser, R. W., 1932.  A pathogenic nematode of the Japanese beetle.  J. Parasitol. 18: 119.","5/29/2097","5/29/2097","","",NA
"1178",1277,"Ahmad, R., 1974.  Studies on Graphognathus leucolma (Boh.) Col: Curculionidae and its natural enemies in the central provinces of Argentina.  Tech. Bull. Commonw. Inst. Biol. Control 17: 19-28.","5/29/2097","5/29/2097","","",NA
"1179",1278,"Ahmad, R., 1974.  Investigations on the white-fringed weevils Naupactus durius Boh. and Pantomorus auripes Hustache (Coleoptera, Curculionidae) and their natural enemies in Argentina.  Tech. Bull. Commonw. Inst. Biol. Control 17: 37-51.","5/29/2097","5/29/2097","","",NA
"1180",1279,"Dutky, S. R.; and Hough, W.S., 1955. Note on a parasitic nematode from codling moth larvae, Carpocapsae pomonella.  Proc. Entomol. Soc. Wash. 57:244.","5/30/2097","9/7/2099","","",NA
"1181",1280,"Sandner, H. and Seryczynska, H., 1971.  Changes in the ultrastructure of the fat-body of Galleria mellonella L. under the influence of invasion by Neoaplectana carpocapsae Weiser (Nematoda, Steinernematidae). Bull. lAcad. Pol. Sci. 19: 67-69.","5/30/2097","5/30/2097","","",NA
"1182",1281,"Stanuszek, S. 1974. Neoaplectana feltiae complex (Nematoda: Thabditoidea, Steinernematidae) its taxonomic position within the genus Neoaplectana and intraspecific structure.  Zesz. Probl. Postepów Nauk Roln. 154: 331-360.","5/30/2097","5/30/2097","","",NA
"1183",1282,"Stanuszek, S. 1970. Neoaplectana feltiae (Filipjev, 1934) --a facultative parasite of the caterpillars of Agrotinae in Poland.  Zesz. Probl. Postepów Nauk Roln. 154: 331-360.","5/30/2097","5/30/2097","","",NA
"1184",1283,"Jackson, G. J., 1965.  Differentiation of three species of Neoaplectana (Nematoda: Rhabditida), grown axenically.  Parasitol. 55: 571-578.","5/30/2097","5/30/2097","","",NA
"1185",1284,"Veremchuk, G. V., and Litvinchuk, L. N., 1971.  Nematodes of the genus Neoaplectana (Rhabditida: Steinernematidae) --parasites of the larch looper moth (Semiothisa pumila Kusn.) (Lepidoptera: Geometridae), pp. 92-95.  In New and little known species of the Siberian fauna.  Akad. Nauk SSR Novosibersk. (in Russian, English summary)","5/30/2097","5/30/2097","","",NA
"1186",1285,"Wouts, W. M., 1980.  Biology, life cycle and re-description of Neoaplectana bibionis Bovien, 1937 (Nematoda: Steinernematidae).  J. Nematol. 12: 62-72.","5/30/2097","5/30/2097","","",NA
"1187",1286,"Molyneux, A. S., Bedding, R. A. and Akhurst, R. J., 1983.  Susceptibility of larvae of the sheep blowfly Lucilia cuprina to various Heterorhabditis spp., Neoaplectana spp., and an undescribed steinernematid (Nematoda).  J. Invertebr. Pathol. 42: 1-7.","5/30/2097","5/30/2097","","",NA
"1188",1287,"Travassos, L., 1932.  Una specie del genere Neoaplectana Steiner (Nematoda-Oxyuridae) parasita del Conorrhynchus (Cleonus) mendicus Gyll. (Coleoptera-Curculionidae). Boll. Labor. Zool. Agraria Portici 26: 115-118. (in Spanish)","5/30/2097","5/30/2097","","",NA
"1189",1288,"Weiser, J., 1960.  Nemoci panrav chroustu v CSR. Vestn. Cesk. Zool. Spol. 24: 71-74.  (in Czech, English summary)","5/30/2097","5/30/2097","","",NA
"1190",1289,"Gorgazde, O. A., 1988.  The nematode Neoaplectana thesami, new species found in Operophthera rumata L. Soobscen. Akad. Nauk, Gruz. SSR 130: 405-408.","5/30/2097","5/30/2097","","",NA
"1191",1290,"Poinar, G. O., Jr. and Georgis, R., 1990.  Characterization and field application of Heterorhabditis bacteriophora strain HP88 (Heterorhabditidae: Rhabditida). Rev. Nématol. 13: 387-393.","5/30/2097","5/30/2097","","",NA
"1192",1291,"Poinar, G. O., Jr., Jackson, T. and Klein, 1987.  Heterorhabditis megidis sp. n. (Heterorhabditidae: Rhabditida), parasitic in the Japanese beetle, Popillia japonica (Scarabaedae: Coleoptera), in Ohio.  Proc. Helminth. Soc. Wash. 54: 53-59.","5/30/2097","5/30/2097","","",NA
"1193",1292,"Ross, R. 1906.  Notes on the parasites of misquitoes found in India between 1895 and 1899.  Journal of Hygiene 6:  101-109.","5/30/2097","1/23/2099","","",NA
"1194",1293,"Nguyen, K. B. and Smart, G. C., 1991. Pathogenicity of Steinernema scapterisci to selected invertebrates.  Journal of Nematology 23: 7-11.","6/3/2097","6/3/2097","","",NA
"1195",1294,"Dale, P. S., 1966. Blatticola tuapakae and Protrellina gurri n. spp., nematode parasites of the black roach.  New Zealand Journal of Science 9: 538-544.","6/3/2097","6/3/2097","","",NA
"1196",1295,"Zondag, R., 1969. A nematode infection of Sirex noctilio (F) in New Zealand.  New Zealand Journal of Science 12: 732-747.","6/3/2097","6/3/2097","","",NA
"1197",1296,"Poinar, G. O., Jr., 1990. Austromermis n. gen. and Blepharomermis n. gen. (Mermithidae: Nematoda)from New Zealand Simuliidae and Blepharoceridae (Diptera). Revue de nematologie 13: 395-402.","6/3/2097","6/3/2097","","",NA
"1198",1297,"Dale, P. S., 1964.  A new species of Cephalobellus (Nematoda: Thelastomatidae) from the larva of Costelytra zealandica (Coleoptera: Melolonghinae). New Zealand Journal of Science 7: 596-601.","6/3/2097","11/3/2099","","",NA
"1199",1298,"Dale, P. S., 1964. Tetleyus pericopti n. gen. et sp. A thelastomatid nematode from larvae of Pericoptus trucnatus (Fab) (Coleoptera: Dynastinae). New Zealand Journal of Science 7: 589-595.","6/3/2097","11/3/2099","","",NA
"1200",1300,"Gibbs, A. J. 1959.  Leptomonas sp. parasitic in Leia sp. (Mycetophilidae) with special reference to metacyclic forms.  Parasitology 49:  411-415.","6/4/2097","1/23/2099","","",1
"1201",1301,"Begley, J. W., 1990.  Efficacy against insect in habitats other than soil, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","6/4/2097","6/4/2097","","",NA
"1202",1302,"Arne Peters, observer.  Frazione Pantalla, Ecogen Europe - 3A Parco, Tecnologico Agro-Alimentare, 06050 Todi (PG) Italy.","6/5/2097","6/5/2097","","",NA
"1203",1303,"Stammer, H. J. and Wachek, F., 1952.  Ein neuer parasitischer Nematode, Carabonema hasei h.g. h.sp. (Carbonematidae n. fam.).  Zool. Anz. 148: 185-193","6/5/2097","6/6/2097","","",NA
"1204",1304,"Stammer, H. J., 1953.  Die parasiten der Bibioniden. Proc. XIV Int. Congr. Zool. Copenhagen.  pp. 349-358.","6/5/2097","6/5/2097","","",NA
"1205",1305,"Glare, T.R., Jackson, T. A. and Zimmerman, G., 1993.  Entomophaga 38: 411-450.","6/5/2097","6/5/2097","","",NA
"1206",1306,"Jaworska, M., 1978. Abstr. Inter. Coll. Invertebr. pathol. Praga.","6/5/2097","6/5/2097","","",NA
"1207",1307,"Koppenhofer, A., observer.  Department of Nematology, University of California-Davis, Davis, CA 95616.","6/5/2097","6/5/2097","","",NA
"1208",1308,"Strong, D. R., Maron, J.L., Connors, P.G., Whipple, A., Harrison, S. and Jefferies, R. L., 1995.  High mortality, fluctuation in numbers, and heavy subterranean insect herbivory in bush lupine, Lupinus arboreus. Oecologia 104: 85-92.","6/6/2097","6/6/2097","","",NA
"1209",1309,"Fischer, F. M. and Sanborn, R. C., 1962.  Observations on the susceptibility of some insects to Nosema (Microsporidia: Sporozoa). J. Parasitol. 48: 926-932.","6/12/2097","6/12/2097","","",4
"1210",1310,"Bathon, H., 1996. Impact of entomopathogenic nematodes on non-target hosts.  Biocontrol Science and technology 6: 421-434.","6/14/2097","6/14/2097","","",NA
"1211",1311,"Wang, L-Y., Streett, D.A. and Henry, J. E., 1991.  Nosema montanae n. sp. (Microsporida: Nosematidae), a parasite from the grasshopper Melanoplus packardi (Orthoptera: Acrididae). J. Invertebr. Pathol. 58: 211-218.","6/16/2097","6/16/2097","","",1
"1212",1312,"Toguebaye, B.S., and Marchand, B., 1984. Etude ultrastructurale de Unikaryon mattei n. sp. (Microsporida, Unikaryonidae) parasite de Nisotra sp. (Coleoptera, Chrysomelidae et remarques sur la validite de certaines Nosema dInsectes. J. Protozool.  31: 399-346.","6/17/2097","6/17/2097","","",2
"1213",1313,"Atkinson, D. T., 1990.  Fine structure and sporogoinc development of a Vavraia sp. (Microsporida: Pleistophoridae) in the biting midge (Diptera, Ceratopogonidae).  J. Invertebr. Pathol. 55: 105-111.","6/17/2097","6/17/2097","","",1
"1214",1315,"Weiser, J. and Rehacek, J., 1975.  Nosema slovaca sp. n.  A second microsporidian of the tick Ixodes ricinus.  J. Invertebr. pathol., 26: 411.","6/19/2097","6/19/2097","","",NA
"1215",1316,"Silhavy, P. A., 1960.  Stempellia weiseri n. sp., eine neue Microsporidienart aus dem Weberknechte Opilio parietinus (De Geer).  Vestn. Cesk. Spol. Zool. 24: 50-53.","6/19/2097","6/19/2097","","",1
"1216",1317,"Lipa, J. J., 1962.  Nosema sperchoni n. sp. (Microsporidia), a new parasitic protozoan from the water mite Sperchon sp. (Hydracarina, Acarina).  Bull. Acad. Pol. Sci. Ser. Sci. Biol., 10: 435-437.","6/19/2097","6/19/2097","","",1
"1217",1318,"Canning, E. U.  1962.  The pathogenicity of Nosema locustae Canning. J. Insect Pathol. 4: 248-256.","6/19/2097","6/19/2097","","",4
"1218",1319,"Fantham, H. B. and Porter, A., 1914.  The morphology, biology and economic importance of Nosema bomi n. sp. parasitic in various humble bees (Bombus spp.). Ann. Trop. Med. Parasitol. 8: 623-638.","6/19/2097","6/19/2097","","",NA
"1219",1320,"Fantham, H. B. and Porter, A., 1914.  The pathogenicity of Nosema apis to insects other than hive bees.  Ann. Trop. Med. Parasitol.7: 569-579.","6/19/2097","6/19/2097","","",8
"1220",1321,"Manier, J. and Ormieres, R., 1968.  Ultrastructure de quelques stades de Chytridiopsis socius Schn. parasite de Blaps lethifera Marsh. (Coleopt. Tenebr.).  Protistologica 4: 181-185.","6/21/2097","6/21/2097","","",1
"1221",1322,"Nordin, G.L. and Maddox, J.V., 1974.  Microsporidia of the fall webworm, Hyphantria cunea I.  Identification, distribution, and comparison of Nosema sp. with similar Nosema spp. from other Lepidoptera.  J. Invertebr. Pathol. 24: 1-13.","6/21/2097","6/21/2097","","",11
"1222",1323,"Hall, I. M.  1954.  Studies of microorganisms pathogenic to the sod webworm.  Hilgardia 22: 535-565. ","6/22/2097","6/22/2097","","",11
"1223",1324,"McLaughlin, R. E., Daum, R. J. and Bell, M. R., 1968.  Development of the bait principle for boll-weevil control III.  Field-cage tests with a feeding stimulant and the protozoans Mattisia grandis (Neogregarinida) and a microsporidian.  J. Invertebr. Pathol., 12: 168-174.","6/22/2097","6/22/2097","","",2
"1224",1325,"Brooks, W. M., 1973. Protozoa: Host-parasite-pathogen interrelationships.  Misc. Publ. Entomol. Soc. Am., 9: 105-111.","6/22/2097","6/22/2097","","",1
"1225",1326,"Weiser, J. and Veber, J., 1957. Die mikrosporidie Thelohania hyphantriae Weiser des weissen Barenspinners und anderer Mitglieder seiner Bioconose.  Zeitschrift fur Angewandte  Entomologie 40: 44-70.","6/22/2097","5/19/2099","","",3
"1226",1327,"Lie, K. J. and nasemayr, M., 1973. Transmission of Nosema eurytremae (Microsporida: Nosematidae) to various trematode larvae. Z. Parasitenkd. 41: 109-117.","6/22/2097","6/22/2097","","",3
"1227",1328,"Balbiani, G., 1884. Lecons sur les Sporozoaires. 184 pp. Paris.","6/23/2097","6/23/2097","","",1
"1228",1329,"Weiser, J. and Coluzzi, M., 1972. The microsporidian Plistophora culicis Weiser, 1946, in different mosquito hosts.  Folia Parasitol. (Prague) 19: 197-202.","6/23/2097","6/23/2097","","",5
"1229",1330,"Leblanc, L., 1932-33.  Observations sur le Thelohania corethrae.  Cellule 41: 7-12.","6/23/2097","6/23/2097","","",1
"1230",1331,"Debaisieux, P. and Gastaldi, L., 1919.  Les microsporidies parasites des larves de Simulium II. Cellule 30: 187-213.","6/24/2097","6/24/2097","","",1
"1231",1332,"Henrard, C., 1930.  Wuelques protozoaires parasites des larves de Simulium congolais.  Rev. Zool. Bot. Afr. 19: 226-331.","6/24/2097","6/24/2097","","",NA
"1232",1333,"Kramer, J. P.,  1964.  The microsporidian Octosporea muscaedomesticae Flu, a parasite of calypterate muscoid flies in illinois.  J. Insect Pathol. 6:331-342.","6/24/2097","7/1/2097","","",3
"1233",1334,"Noller, W., 1912. Uber Blutprotozoen einheimischer Nagetiere und ihre Ubertragung.  Berl. Klin. Wock. 49: 524-525","6/24/2097","6/24/2097","","",1
"1234",1335,"Goldberg, A. M., 1971. [Microsporidia of Culex pipiens L. mosquitoes, In Russian].  Med. Parazitol. Parazit. Bolezn. 2: 204-207.","6/26/2097","2/22/2099","","",1
"1235",1336,"Federici, B. A. and Stern, V. M., 1990.  Replication and occlusion of a granulosis virus in larval and adult midgut epithelium of the western grapeleaf skeletonizer, harrisina brillians.  J. Invertebr. Pathol. 56: 410-414.","6/26/2097","6/26/2097","","",NA
"1236",1337,"Hilsenhoff, W. and Lovett, O. L., 1966.  Infection of Chironomus plumosus (Diptera: Chironomidae) by a microsporidian (Thelohania sp.) in Lake Winnebago, Wisconsin.  J. Invertebr. Pathol. 8: 512-519.","6/26/2097","6/26/2097","","",NA
"1237",1338,"Kellen, W. R., and Wills, W.,  1962.  New Thelohania from Californian mosquitoes (Nosematidae: Microsporidia).  J. Insect Pathol. 4: 41-56.","6/30/2097","2/21/2099","","",8
"1238",1339,"Leger, L., and Hesse, E.  1916.  Mrazekia, genre nouveau de microsporidies a spores tubuleuses. Compte Rendu Soc. Biol., 79: 345-348.","7/1/2097","6/22/2099","","",1
"1239",1340,"Clark, T. B. and Fukuda, T., 1967.  Stempellia magna in the tree hole mosquito, Aedes sierrensis. J. Invertebr. Pathol. 9: 430-431.","7/1/2097","7/15/2097","","",1
"1240",1341,"Simmers, J. W., 1974a.  New host records of Stempellia magna, a microsporidan parasite of mosquitoes.  J. Parasitol. 60: 721-722.","7/1/2097","7/3/2097","","",3
"1241",1342,"Kudo, R., 1920.  On the stucture of some microsporidian spores. J. Parasitol. 6: 178-182.","7/1/2097","3/31/2099","","",1
"1242",1343,"Maurand, J. and Manier, J. F., 1967.  Une Microsporidie nouvelle pour les larves de Simulies. Protistologica 3: 445-449.","7/1/2097","6/22/2099","","",NA
"1243",1344,"Milner, R. J., 1972.  Nosema whitei, a microsporidan pathogen of some species of Tribolium. II. Ultrastructure.  J. Invertebr. Pathol.  19: 239-247.","7/1/2097","9/26/2000","","",2
"1244",1345,"Milner, R. J., 1972.  Nosema whitei, a microsporidan pathogen of some species of Tribolium. III. Effect on T. castaneum.  J. Invertebr. Pathol.  19: 248-255.","7/1/2097","9/26/2000","","",2
"1245",1346,"Veber, J.  1956.  Plistophora aporiae n. sp., ein parasit des Baumweisslinges Aporia crataegi.  Cesk. Parasitol., 3: 181-185.","7/1/2097","7/1/2097","","",3
"1246",1347,"McNeil, J. N. and Brooks, W. M., 1974. Interactions of the hyperparasitoids Catolaccus aeneoviridis (Hym.: Pteromalidae) and Spilochalcis side (Hym.: Chalcididae) with the microsporidans Nosema heliothidis and N. campoletidis.  Entomophaga 19: 195-204.","7/1/2097","7/1/2097","","",5
"1247",1348,"Kramer, J. P., 1959. Studies on the morphology and life history of Perezia pyraustae Paillot (Microsporidia; Nosematidae).  Trans. Am. Microsc. Soc. 78: 336-342.","7/1/2097","7/1/2097","","",1
"1248",1349,"Leong, K. L. H., Kaya, H. K., Yoshimura, M. A. and Frey, D. F., 1992.  The occurrence and effect of a protozoan parasite, Ophryocystis elektroscirrha (Neogregarinida: Ophryocystidae) on overwintering monarch butterflies, Danaus plexippus (Lepidoptera: Danaidae) from two California winter sites.  Ecological Entomol. 17: 338-342.","7/2/2097","7/2/2097","","",1
"1249",1350,"Bailey, L. D., Barnes, W. W., Dewey, R. W., 1967. Stempellia magna (Kudo) (Nosematidae: Microsporidia) in Culex restuans Theobald from Virginia.  Mosq. News 27: 111-114.","7/2/2097","7/2/2097","","",3
"1250",1351,"Kudo, R., 1962.  Microsporidia in southern Illinois mosquitoes. J. Insect Pathol., 4: 353-356.","7/2/2097","7/2/2097","","",1
"1251",1352,"Hazard, E. I., 1975.  The use of microsporida (Protozoa) for the control of aquatic insect pests.  Environmental Protection Agency EPA-660/3-75-001. pp. 69-81.","7/2/2097","3/21/2099","","",2
"1252",1353,"Roberts, D. W. and Castillo, J. M., 1980. Bibliography on Pathogens of medically important arthropods: 1980.  Suppl., Bull. World Health Org. 58: 197 pp.","7/2/2097","4/8/2099","smb","",101
"1253",1354,"Roberts, D. W. and Strand, M. A., 1977.  Pathogens of medically important arthropods.  Suppl. no. 1, Bull. World Health Org. 55: 419 pp.","7/2/2097","4/8/2099","smb","",185
"1254",1355,"Kudo, R.  1930.  Studies on microsporidia parasitic in mosquitoes, VIII.  On a microsporidan, Nosema aedis nov. spec., parasitic in a larva of Aedes aegypti of Puerto Rico.   Arch. Protistenkd. 69: 23-38.","7/2/2097","7/2/2097","","",1
"1255",1356,"Khaliulin, G. L., 1977.  Thelohania volgensis sp. n. (Microsporida), parasitic in larvae of blood-sucking mosquitoes.  Parazitologiya 11: 270-271.  (in Russian).","7/2/2097","7/2/2097","","",4
"1256",1357,"Kukharchuk, L. P. and Gulii, V. V., 1976.  Microsporia infection of common species of mosquitoes in the middle ob region.  Izv. Sibir. Otd. Akad. SSSR Biol. 5: 76-79. (in Russian).","7/2/2097","7/2/2097","","",4
"1257",1358,"Khadzhieva, T. M. and Gulii, V. V., 1977.  The microsporidan Thelohania opacita Kudo ane metamorphsis in mass species of mosquitoes.  Izv. Sibir. Otd. Akad. SSSR Biol. 10: 109-112. (in Russian, English summ.).","7/2/2097","7/2/2097","","",6
"1258",1359,"Kilochitskii, P. Y.,  1977.  A study of microsporida, parasites of blood-sucking mosquitoes in the south of the Ukraine Vestn. Zool. 4: 71-75. (in Russian, English summ.). ","7/2/2097","7/2/2097","","",9
"1259",1360,"Service, M. W., 1977.  Mortalities of the immature stages of species B of the Anopheles gambiae complex in Kenya: Comparison between rice fields and temporary pools, identification of predators, and effects of insecticidal spraying.  J. Med. Entomol., 13; 535-545,","7/2/2097","7/2/2097","","",1
"1260",1361,"Kellen, W.R.,  et al., 1966.  Transovarial transmission of some Thelohania (Nosematidae: Microsporidia) in mosquitoes of California and Louisiana.  J. Invertebr. Pathol. 8: 355-359.","7/2/2097","2/22/2099","","",2
"1261",1363,"Welch, H. E., 1960.  Effects of protozoan parasites and commensals on larvae of the mosquito Aedes communis (DeGeer) (Diptera: Culicidae) at Churchill, Manitoba.  J. Insect Pathol. 2: 386-395.","7/3/2097","7/3/2097","","",1
"1262",1364,"Hazard, E. I., 1972. Investigation of pathogens of anopheline mosquitos in the vicinity of Kaduna, Nigeria.  Unpublished document WHO/VBC/ 72.38, 6 pp.","7/3/2097","7/3/2097","","",1
"1263",1365,"Simmers, J. W., 1974b.  Parathelohania legeri infecting Psorophora ciliata.  J. Invertebr. Pathol. 23: 402.","7/3/2097","7/3/2097","","",2
