"ERNnem","refCode","Reference","HostSpecies","PathogenSpecies","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
96,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Phyllopertha horticola","Steinernema sp.",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
97,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Amphimallon solstitialis","Steinernema sp.",360071,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
98,1237,"Poinar, G. O., Jr., 1992. Nematodes associated with Scarabaeidae, in  Use of Pathogens in Scarab Pest Management (Jackson, T.A. & Glare, T.R., eds.) Intercept, Andover. pp 93-109","Scitala sericans","Steinernema sp.",NA,NA,NA,NA,NA,34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
99,1237,"Poinar, G. O., Jr., 1992. Nematodes associated with Scarabaeidae, in  Use of Pathogens in Scarab Pest Management (Jackson, T.A. & Glare, T.R., eds.) Intercept, Andover. pp 93-109","Adoryphorus couloni","Steinernema sp.",NA,NA,NA,NA,NA,34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
100,1250,"Stanuszek, S., 1974a. Neoaplectana feltiae complex (Rhabditoidea, Steinernematidae), its taxonomic position within the genus Neoaplectana and traspecific structure.  Zeszty Problemowe Postepw Nauk Rolniczych 154: 331-360.","Leptinotarsa decemlineata","Steinernema sp.",7539,"Leptinotarsa","Chrysomelidae","Coleoptera","Insecta",34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
101,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Graphognathus sp.","Steinernema sp.",NA,NA,NA,NA,NA,34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
102,1288,"Weiser, J., 1960.  Nemoci panrav chroustu v CSR. Vestn. Cesk. Zool. Spol. 24: 71-74.  (in Czech, English summary)","Cryptorrhynchus lapathi","Steinernema sp.",NA,NA,NA,NA,NA,34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
103,1260,"Eichhorn, O., 1988.  Untersuchungen ber die Fichtengespinsblattwespen Cephalcia spp. PANZ (Hymenoptera, Panphiliidae). II. Die Larven- und Nymphenparasiten.  Journal of Applied Entomology 105: 105-140.","Acantholyda posticalis","Steinernema sp.",222798,"Acantholyda","Pamphiliidae","Hymenoptera","Insecta",34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
104,1289,"Gorgazde, O. A., 1988.  The nematode Neoaplectana thesami, new species found in Operophthera rumata L. Soobscen. Akad. Nauk, Gruz. SSR 130: 405-408.","Operophtera brumata","Steinernema sp.",104452,"Operophtera","Geometridae","Lepidoptera","Insecta",34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
105,1272,"Caballero, Pl, Vargas-Osuna, E. and Santiago-Alvarez, C., 1989.  Presencia de gusanos grises sobre diversos cultivos en Andalucia y Extremadura y sus parasitos y patogenos asociados,  Boletin de Sanidad Vegetal y Plagas 15: 3-7,","Agrotis ipsilon","Steinernema sp.",56364,"Agrotis","Noctuidae","Lepidoptera","Insecta",34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
106,1272,"Caballero, Pl, Vargas-Osuna, E. and Santiago-Alvarez, C., 1989.  Presencia de gusanos grises sobre diversos cultivos en Andalucia y Extremadura y sus parasitos y patogenos asociados,  Boletin de Sanidad Vegetal y Plagas 15: 3-7,","Agrotis segetum","Steinernema sp.",47767,"Agrotis","Noctuidae","Lepidoptera","Insecta",34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
107,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Sesamia nonagrioides","Steinernema sp.",236805,"Sesamia","Noctuidae","Lepidoptera","Insecta",34507,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
228,1266,"Nguyen, K. B. and Smart, G. C., Jr., 1994.  Neosteinernema longicurvicaudum n. gen., n. sp. (Rhabditida: Steinernematidae), a parasite of the termite Reticulitermes flavipes (Koller).  Journal of Nematology 26: 162-174.","Reticulitermes flavipes","Neosteinernema longicurvicaudum",36989,"Reticulitermes","Rhinotermitidae","Blattodea","Insecta",NA,NA,NA,NA,NA,NA
108,1237,"Poinar, G. O., Jr., 1992. Nematodes associated with Scarabaeidae, in  Use of Pathogens in Scarab Pest Management (Jackson, T.A. & Glare, T.R., eds.) Intercept, Andover. pp 93-109","Popillia japonica","Heterorhabditis bacteriophora",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
109,1305,"Glare, T.R., Jackson, T. A. and Zimmerman, G., 1993.  Entomophaga 38: 411-450.","Amphimallon solstitialis","Heterorhabditis bacteriophora",360071,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
110,1238,"Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61","Cyclocephala hirta","Heterorhabditis bacteriophora",NA,NA,NA,NA,NA,37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
111,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Phyllophaga sp.","Heterorhabditis bacteriophora",219349,"Phyllophaga","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
112,1238,"Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61","Diabrotica balteata","Heterorhabditis bacteriophora",107213,"Diabrotica","Chrysomelidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
113,1238,"Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61","Curculio caryae","Heterorhabditis bacteriophora",13025,"Curculio","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
114,1238,"Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61","Diaprepes abbreviatus","Heterorhabditis bacteriophora",13040,"Diaprepes","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
115,1238,"Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61","Diaprepes abbreviatus","Heterorhabditis bacteriophora",13040,"Diaprepes","Curculionidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
116,1246,"Akhurst, R. J., 1987. Use of starch gel electrophoresis in the taxonomy of the genus Heterorhabditis (Nematoda: Heterorhabditidae). Nematologica 33: 11-9.","Helicoverpa punctigera","Heterorhabditis bacteriophora",27545,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
117,1246,"Akhurst, R. J., 1987. Use of starch gel electrophoresis in the taxonomy of the genus Heterorhabditis (Nematoda: Heterorhabditidae). Nematologica 33: 11-9.","Helicoverpa zea","Heterorhabditis bacteriophora",7113,"Helicoverpa","Noctuidae","Lepidoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
118,1238,"Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61","Diatraea grandiosella","Heterorhabditis bacteriophora",61289,"Diatraea","Crambidae","Lepidoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
119,1291,"Poinar, G. O., Jr., Jackson, T. and Klein, 1987.  Heterorhabditis megidis sp. n. (Heterorhabditidae: Rhabditida), parasitic in the Japanese beetle, Popillia japonica (Scarabaedae: Coleoptera), in Ohio.  Proc. Helminth. Soc. Wash. 54: 53-59.","Popillia japonica","Heterorhabditis megidis",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
120,1238,"Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61","Popillia japonica","Heterorhabditis megidis",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
121,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Phyllopertha horticola","Heterorhabditis megidis",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
122,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Phyllopertha horticola","Heterorhabditis megidis",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
123,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Phyllopertha horticola","Heterorhabditis megidis",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
124,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Phyllopertha horticola","Heterorhabditis megidis",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
125,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Phyllopertha horticola","Heterorhabditis megidis",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
126,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Amphimallon solstitialis","Heterorhabditis megidis",360071,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
127,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Amphimallon solstitialis","Heterorhabditis megidis",360071,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
128,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Otiorhynchus sulcatus","Heterorhabditis megidis",122849,"Otiorhynchus","Curculionidae","Coleoptera","Insecta",52065,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
129,1237,"Poinar, G. O., Jr., 1992. Nematodes associated with Scarabaeidae, in  Use of Pathogens in Scarab Pest Management (Jackson, T.A. & Glare, T.R., eds.) Intercept, Andover. pp 93-109","Heteronychus arator","Heterorhabditis zealandica",295550,"Heteronychus","Scarabaeidae","Coleoptera","Insecta",70532,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
130,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Agriotes ponticus","Heterorhabditis sp.",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
131,1306,"Jaworska, M., 1978. Abstr. Inter. Coll. Invertebr. pathol. Praga.","Hoplocampa testudinae","Heterorhabditis sp.",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
132,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Phyllopertha horticola","Heterorhabditis sp.",207390,"Phyllopertha","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
133,1237,"Poinar, G. O., Jr., 1992. Nematodes associated with Scarabaeidae, in  Use of Pathogens in Scarab Pest Management (Jackson, T.A. & Glare, T.R., eds.) Intercept, Andover. pp 93-109","Popillia japonica","Heterorhabditis sp.",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
134,1238,"Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61","Popillia japonica","Heterorhabditis sp.",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
135,1247,"Akhurst, R. J., Bedding, R. A., Bull, R. M. and Smith, D.R.J., 1992. An epizootic of Heterorhabditis spp. (Heterorhabditidae: Nematoda) in sugar cane scarabaeids (Coleoptera). Fundamental and Applied Nematology 15: 71-73.","Lepidiota crinita","Heterorhabditis sp.",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
136,1247,"Akhurst, R. J., Bedding, R. A., Bull, R. M. and Smith, D.R.J., 1992. An epizootic of Heterorhabditis spp. (Heterorhabditidae: Nematoda) in sugar cane scarabaeids (Coleoptera). Fundamental and Applied Nematology 15: 71-73.","Lepidiota negatoria","Heterorhabditis sp.",272055,"Lepidiota","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
137,1247,"Akhurst, R. J., Bedding, R. A., Bull, R. M. and Smith, D.R.J., 1992. An epizootic of Heterorhabditis spp. (Heterorhabditidae: Nematoda) in sugar cane scarabaeids (Coleoptera). Fundamental and Applied Nematology 15: 71-73.","Lepidiota picticollis","Heterorhabditis sp.",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
138,1247,"Akhurst, R. J., Bedding, R. A., Bull, R. M. and Smith, D.R.J., 1992. An epizootic of Heterorhabditis spp. (Heterorhabditidae: Nematoda) in sugar cane scarabaeids (Coleoptera). Fundamental and Applied Nematology 15: 71-73.","Antitrogus consanguineus","Heterorhabditis sp.",272057,"Antitrogus","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
139,1247,"Akhurst, R. J., Bedding, R. A., Bull, R. M. and Smith, D.R.J., 1992. An epizootic of Heterorhabditis spp. (Heterorhabditidae: Nematoda) in sugar cane scarabaeids (Coleoptera). Fundamental and Applied Nematology 15: 71-73.","Graphognathus leucoloma","Heterorhabditis sp.",299136,"Naupactus","Curculionidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
140,1238,"Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61","Graphognathus leucoloma","Heterorhabditis sp.",299136,"Naupactus","Curculionidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
141,1273,"Arteaga-Hernandez, E. M. and Mrcek, Z., 1984.  Heterorhabditis heliothidis, a parasite of insect pests in Cuba.  Folia Parasitologica (Praha) 31: 11-17.","Cylas formicarius","Heterorhabditis sp.",197179,"Cylas","Brentidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
142,1273,"Arteaga-Hernandez, E. M. and Mrcek, Z., 1984.  Heterorhabditis heliothidis, a parasite of insect pests in Cuba.  Folia Parasitologica (Praha) 31: 11-17.","Pachnaeus litus","Heterorhabditis sp.",215240,"Pachnaeus","Curculionidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
143,1237,"Poinar, G. O., Jr., 1992. Nematodes associated with Scarabaeidae, in  Use of Pathogens in Scarab Pest Management (Jackson, T.A. & Glare, T.R., eds.) Intercept, Andover. pp 93-109","Pericoptus truncatus","Heterorhabditis sp.",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
144,1308,"Strong, D. R., Maron, J.L., Connors, P.G., Whipple, A., Harrison, S. and Jefferies, R. L., 1995.  High mortality, fluctuation in numbers, and heavy subterranean insect herbivory in bush lupine, Lupinus arboreus. Oecologia 104: 85-92.","Hepialus californicus","Heterorhabditis hepialus",98965,"Hepialus","Hepialidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
145,1238,"Poinar, G. O., Jr., 1990. Biology and taxonomy of Steinernematidae and Heterorhabditidae, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. & Kaya, H. K., eds) CRC Press, Boca Raton, FL, pp. 23-61","Gasterocercodes brasiliensis","Heterorhabditis sp.",NA,NA,NA,NA,NA,37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
146,1235,"Bovien, P., 1937. Some types of association between nematodes and insects. Videnskabelige Meddelelser fra Dansk Naturhistorisk Forening 101:1-114","Dilophus vulgaris","Steinernema feltiae",NA,NA,NA,NA,NA,52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
17,1293,"Nguyen, K. B. and Smart, G. C., 1991. Pathogenicity of Steinernema scapterisci to selected invertebrates.  Journal of Nematology 23: 7-11.","Acheta domesticus","Steinernema scapterisci",6997,"Acheta","Gryllidae","Orthoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
18,1293,"Nguyen, K. B. and Smart, G. C., 1991. Pathogenicity of Steinernema scapterisci to selected invertebrates.  Journal of Nematology 23: 7-11.","Scapteriscus borellii","Steinernema scapterisci",935122,"Scapteriscus","Gryllotalpidae","Orthoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
19,1293,"Nguyen, K. B. and Smart, G. C., 1991. Pathogenicity of Steinernema scapterisci to selected invertebrates.  Journal of Nematology 23: 7-11.","Scapteriscus vicinus","Steinernema scapterisci",2126138,"Neoscapteriscus","Gryllotalpidae","Orthoptera","Insecta",90986,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
147,1237,"Poinar, G. O., Jr., 1992. Nematodes associated with Scarabaeidae, in  Use of Pathogens in Scarab Pest Management (Jackson, T.A. & Glare, T.R., eds.) Intercept, Andover. pp 93-109","Heteronychus arator","Heterorhabditis zealandica",295550,"Heteronychus","Scarabaeidae","Coleoptera","Insecta",70532,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
148,1297,"Dale, P. S., 1964.  A new species of Cephalobellus (Nematoda: Thelastomatidae) from the larva of Costelytra zealandica (Coleoptera: Melolonghinae). New Zealand Journal of Science 7: 596-601.","Costelytra zealandica","Cephalobellus costelytrae",50579,"Costelytra","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
1,1296,"Poinar, G. O., Jr., 1990. Austromermis n. gen. and Blepharomermis n. gen. (Mermithidae: Nematoda)from New Zealand Simuliidae and Blepharoceridae (Diptera). Revue de nematologie 13: 395-402.","Austrosimulium multicorne","Austromemermis namis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1296,"Poinar, G. O., Jr., 1990. Austromermis n. gen. and Blepharomermis n. gen. (Mermithidae: Nematoda)from New Zealand Simuliidae and Blepharoceridae (Diptera). Revue de nematologie 13: 395-402.","Neocurupira hudsoni","Blepharomermis craigi",547872,"Neocurupira","Blephariceridae","Diptera","Insecta",NA,NA,NA,NA,NA,NA
3,1228,"Glare, T.R., OCallaghan, M., and Wigley, P.J. 1993. Checklist of naturally occurring entomopathogens microbes and nematodes in New Zealand.  New Zealand Journal of Zoology 20: 95-120. ","Costelytra zealandica","Psammomermis canterburiensis",50579,"Costelytra","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
4,1295,"Zondag, R., 1969. A nematode infection of Sirex noctilio (F) in New Zealand.  New Zealand Journal of Science 12: 732-747.","Sirex noctilio","Delandenus siricidicola",36765,"Sirex","Siricidae","Hymenoptera","Insecta",NA,NA,NA,NA,NA,NA
5,1294,"Dale, P. S., 1966. Blatticola tuapakae and Protrellina gurri n. spp., nematode parasites of the black roach.  New Zealand Journal of Science 9: 538-544.","Platyzosteria novaeseelandiae","Blatticola tuapakae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,1294,"Dale, P. S., 1966. Blatticola tuapakae and Protrellina gurri n. spp., nematode parasites of the black roach.  New Zealand Journal of Science 9: 538-544.","Platyzosteria novaeseelandiae","Protrellina gurri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,1298,"Dale, P. S., 1964. Tetleyus pericopti n. gen. et sp. A thelastomatid nematode from larvae of Pericoptus trucnatus (Fab) (Coleoptera: Dynastinae). New Zealand Journal of Science 7: 589-595.","Pericoptus truncatus","Tetleyus pericopti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,1274,"Peters, A., 1996.  The natural host range of Steinernema and Heterorhabditis spp. and their impact on insect populations.  Biocontrol Science and Technology 6: 389-402.","Eudonia sabulosella","Steinernema feltiae",2170629,"Eudonia","Crambidae","Lepidoptera","Insecta",52066,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
150,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Heterorhabditis bacteriophora",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
151,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cyclocephala borealis","Steinernema carpocapsae",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
152,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cyclocephala borealis","Heterorhabditis bacteriophora",1546013,"Cyclocephala","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
153,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Cyclocephala hirta","Heterorhabditis bacteriophora",NA,NA,NA,NA,NA,37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
154,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Heterorhabditis bacteriophora",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
155,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Heterorhabditis sp.",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",37861,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
156,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Popillia japonica","Steinernema carpocapsae",7064,"Popillia","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
157,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Rhizotrogus majalis","Steinernema carpocapsae",221092,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",34508,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
158,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Rhizotrogus majalis","Steinernema glaseri",221092,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",37863,"Steinernema","Steinernematidae","Rhabditida","Chromadorea","Metazoa"
159,1271,"Klein, M. G., 1990.  Efficacy against soil-inhabiting insect pests, in Entomopathogenic Nematodes in Biological Control (Gaugler, R. and Kaya, H. K., Eds) CRC Press, Boca Raton, FL, pp. 195-214.","Rhizotrogus majalis","Heterorhabditis bacteriophora",221092,"Amphimallon","Scarabaeidae","Coleoptera","Insecta",37862,"Heterorhabditis","Heterorhabditidae","Strongylida","Chromadorea","Metazoa"
