"RefCode","Citation","ERNv","HostSpecies","PathogenSpecies","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",840,"Drosophila melanogaster","Drosophila  C virus",7227,"Drosophila","Drosophilidae","Diptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",841,"Drosophila melanogaster","Retrovirus  (RTV)",7227,"Drosophila","Drosophilidae","Diptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",842,"Adoxophyes sp.","GV",85584,"Adoxophyes","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",843,"Adoxophyes sp.","EPV Subgroup B",85584,"Adoxophyes","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",844,"Adoxophyes sp.","CPV",85584,"Adoxophyes","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",845,"Hoshinoa longicellana","GV",928821,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",846,"Bambalina sp.","NPV",1765115,"Bambalina","Psychidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",847,"Eumeta japonica","NPV",151549,"Eumeta","Psychidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",848,"Eumeta minuscula","NPV",1765101,"Eumeta","Psychidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",849,"Tinea translucens","NPV",1377499,"Tinea","Tineidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",850,"Tinea translucens","IV",1377499,"Tinea","Tineidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",851,"Tinea translucens","CPV ",1377499,"Tinea","Tineidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",852,"Caloptilia theivora","GV",914280,"Caloptilia","Gracillariidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",853,"Yponomeuta malinellus","NPV",33466,"Yponomeuta","Yponomeutidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",854,"Yponomeuta malinellus","CPV ",33466,"Yponomeuta","Yponomeutidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",855,"Hellula undalis","GV",753185,"Hellula","Crambidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",856,"Pelopidas mathias oberthueri","NPV",218750,"Pelopidas","Hesperiidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",857,"Luehdorfia japonica","NPV",76208,"Luehdorfia","Papilionidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",858,"Artogeia napi","GV",78633,"Pieris","Pieridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",859,"Artogeia rapae crucivora","GV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",860,"Artogeia rapae crucivora","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",861,"Artogeia rapae crucivora","DNV ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",862,"Pontia daplidice","GV",441325,"Pontia","Pieridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",863,"Vanessa cardui","NPV",171605,"Vanessa","Nymphalidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",864,"Vanessa cardui","IV",171605,"Vanessa","Nymphalidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",865,"Vanessa cardui","CPV ",171605,"Vanessa","Nymphalidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",866,"Ectropis obliqua","NPV",248899,"Ectropis","Geometridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",867,"Milionia basalis pryeri","CPV ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",868,"Phthonosema tendinosaria","NPV",1430627,"Phthonosema","Geometridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",869,"Protoboarmia simpliciaria","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",870,"Kunugia undans flaveola","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",871,"Kunugia undans flaveola","CPV ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",872,"Kunugia yamadai","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",873,"Kunugia yamadai","CPV ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",874,"Caligula japonica japonica","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",875,"Caligula japonica japonica","IV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",876,"Caligula japonica japonica","CPV ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",877,"Ampelophaga rubiginosa","NPV",512393,"Ampelophaga","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",878,"Clanis bilineata tsingtauica","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",879,"Hyles gallii","NPV",283843,"Hyles","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",880,"Clostera anachoreta","GV",499538,"Clostera","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",881,"Clostera anachoreta","IV",499538,"Clostera","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",882,"Clostera inclusa","NPV",1496458,"Clostera","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",883,"Clostera inclusa","GV",1496458,"Clostera","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",884,"Clostera inclusa","CPV ",1496458,"Clostera","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",885,"Calliteara argentata","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",886,"Cifuna locuples confusa","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",887,"Thanatarctia imparilis","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",888,"Thanatarctia imparilis","CPV ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",889,"Thanatarctia inaequalis","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",890,"Mythimna loreyi","NPV",667449,"Mythimna","Noctuidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",891,"Acanthoplusia agnata","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,"Tijssen, P. and Arella, M. 1991. Parvoviridae: structure and reproduction of desonucleosis viruses. pp. 41-53 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston.",892,"Periplaneta fuliginosa","Periplaneta fuliginosa DNV",36977,"Periplaneta","Blattidae","Blattodea","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",893,"Nilaparvata lugens","Retrovirus (RTV)",108931,"Nilaparvata","Delphacidae","Hemiptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",1641,"Oryctes rhinoceros","Oryctes nonoccluded virus",72550,"Oryctes","Scarabaeidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",894,"Acidalia caritccaria","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",895,"Actias artemis ","NPV",37775,"Actias","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",896,"Actias selene ningpoana","NPV",37776,"Actias","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",897,"Alphaea phasma","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",898,"Amata germana","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",899,"Anisolemnia dilatata","NPV",511882,"Megalocaria","Coccinellidae","Coleoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",900,"Apocheima cinerarius","NPV",706528,"Apocheima","Geometridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",901,"Arctornis alba","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",902,"Argyrogramma agnata","NPV",254370,"Ctenoplusia","Noctuidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",903,"Pyrosis undulosa","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",904,"Buzura suppressaria","NPV",1049282,"Biston","Geometridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",905,"Buzura thibetaria","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",906,"Cifuna locuples","NPV",1418783,"Cifuna","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",907,"Cifuna sp. ","NPV",1418782,"Cifuna","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",908,"Eumeta minuscula","NPV",1765101,"Eumeta","Psychidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",909,"Eumeta variegata","NPV",1368026,"Clania","Psychidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",910,"Creatonotus transiens","NPV",13021,"Creatonotos","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",911,"Culcula panterinaria","NPV",1229185,"Biston","Geometridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",912,"Kunugia undans","NPV",1906388,"Kunugia","Lasiocampidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",913,"Cyclophragma undans fasciatella","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",914,"Calliteara axutha","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",915,"Dasychira baibarana","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",916,"Dasychira glaucinoptera","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",917,"Calliteara pudibunda","NPV",875926,"Calliteara","Erebidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",918,"Deileptenia ribeata","NPV",722669,"Deileptenia","Geometridae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",919,"Dendrolimus kikuchii","NPV",765133,"Dendrolimus","Lasiocampidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",920,"Dendrolimus latipennis","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
