"RefCode","Citation","ERNv","HostSpecies","PathogenSpecies","HostTaxID","HostGenus","HostFamily","HostOrder","HostClass","PathTaxID","PathGenus","PathFamily","PathOrder","PathClass","PathKingdom"
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",597,"Samia cynthia pryeri","NPV",7127,"Samia","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",598,"Samia cynthia ricini","NPV",63990,"Samia","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",599,"Samia cynthia ricini","CPV",63990,"Samia","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",600,"Saturnia pyri","CPV",332930,"Saturnia","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",601,"Saturnia pyri","NPV",332930,"Saturnia","Saturniidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",602,"Dira megera","CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",603,"Pararge aegeria","CPV",116150,"Pararge","Nymphalidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",604,"Scythris sinensis","IV",1448917,"Scythris","Scythrididae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",605,"Bembecia contracta","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",606,"Bembecia contracta","CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",607,"Paranthrene pernix","IV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",608,"Hyles euphorbiae","CPV",283855,"Hyles","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",609,"Hyles euphorbiae","NPV",283855,"Hyles","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",610,"Hyles lineata","NPV",103890,"Hyles","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",611,"Cephonodes hylas","IV",151547,"Cephonodes","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",612,"Deilephila elpenor","CPV",283834,"Deilephila","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",613,"Deilephila elpenor","NPV",283834,"Deilephila","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",614,"Mimas tiliae","CPV",522848,"Mimas","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",615,"Agrius convolvuli","CPV",55055,"Agrius","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",616,"Hippotion eson","NPV",283869,"Hippotion","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",617,"Sphinx pinastri","CPV",987436,"Sphinx","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",618,"Sphinx pinastri","NPV",987436,"Sphinx","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",619,"Laothoe populi","CPV",522836,"Laothoe","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",620,"Laothoe populi","NPV",522836,"Laothoe","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",621,"Macroglossum pyrrhosticta","IV",2859697,"Macroglossum","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",622,"Manduca sexta","NPV",7130,"Manduca","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",623,"Pachysphynx  modesta","CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",624,"Psilogramma increta","IV",522873,"Psilogramma","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",625,"Smerinthus ocellata","CPV",469260,"Smerinthus","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",626,"Smerinthus ocellata","NPV",469260,"Smerinthus","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",627,"Smerinthus ocellata atlanticus","NPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",628,"Sphinx ligustri","CPV",470732,"Sphinx","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",629,"Sphinx ligustri","NPV",470732,"Sphinx","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",630,"Theretra japonica","NPV",644662,"Theretra","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",631,"Theretra nessus","IV",1088303,"Theretra","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",632,"Theretra oldenlandiae","IV",1088304,"Theretra","Sphingidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",633,"Thaumetopoea pityocampa","CPV",208016,"Thaumetopoea","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",634,"Thaumetopoea pityocampa","NPV",208016,"Thaumetopoea","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",635,"Thaumetopoea processionea","NPV",499230,"Thaumetopoea","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",636,"Thaumetopoea processionea","CPV",499230,"Thaumetopoea","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",1360,"Thaumetopoea wilkinsoni","CPV",408244,"Thaumetopoea","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",1361,"Thaumetopoea wilkinsoni","NPV",408244,"Thaumetopoea","Notodontidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",637,"Tinea pellionella","NPV",41014,"Tinea","Tineidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",638,"Tinea pellionella","IV",41014,"Tinea","Tineidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",639,"Tinea pellionella","CPV",41014,"Tinea","Tineidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",640,"Tineola bisselliella","CPV",93883,"Tineola","Tineidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",641,"Tineola bisselliella","NPV",93883,"Tineola","Tineidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",642,"Acleris gloverana","NPV",989723,"Acleris","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",643,"Acleris variana","NPV",904080,"Acleris","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",644,"Adoxophyes fasciata","CPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",645,"Adoxophyes orana","CPV",480707,"Adoxophyes","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",646,"Adoxophyes orana","Adoxophyes orana NPV",480707,"Adoxophyes","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",647,"Archips cerasivorana","NPV",191705,"Archips","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",648,"Choristoneura fumiferana","Choristoneura fumiferana NPV  (CfMNPV)",7141,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",649,"Choristoneura fumiferana","CPV",7141,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",650,"Choristoneura murinana","NPV",106494,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",651,"Choristoneura occidentalis","Choristoneura fumiferana NPV  (CfMNPV)",27541,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",652,"Choristoneura pinus","NPV",27542,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
25,"Martignoni, M.E., and Iwai, P.J., 1986. A Catalogue of Viral Diseases of insects, Mites, and Ticks. USDA Forest Service, Pacific Northwest Research Station, Portland, OR, General Technical Report PNW-195, 4th edition,51 pp.",653,"Choristoneura rosaceana","NPV",27543,"Choristoneura","Tortricidae","Lepidoptera","Insecta",NA,NA,NA,NA,NA,NA
