"","presence","Host","Pathogen","HighTaxon","LowTaxon","LogMaxDose","HostStageTested","HostTissueInfected"
"6014",1,"Diabrotica vittata","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6015",1,"Leptinotarsa decemlineata","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6016",1,"Epilachna sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6017",1,"Apion aestivum","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6018",1,"Ceutorhynchus macula-alba","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6019",1,"Curculio elephas","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6020",1,"Desmoris fulvus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6021",1,"Diaprepes abbreviatus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6022",1,"Diaprepes abbreviatus spengleri","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6023",1,"Graphognathus leucoloma","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6024",1,"Hypera nigrirostris","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6025",1,"Hypera punctata","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6026",1,"Hypera variabilis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6027",1,"Metamasius hemipterus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6028",1,"Psalidium maxillosum","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6029",1,"Rhabdoscelus obscurus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6030",1,"Rhyncophorus ferrugineus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6031",1,"Sitona flavescens","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6032",1,"Stenocarus fuliginosus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6033",1,"Agriotes mancus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6034",1,"Agriotes obscurus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6035",1,"Cardiophorus sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6036",1,"Conoderus vespertinus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6037",1,"Corymbites cupreus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6038",1,"Ludius cylindriformis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6039",1,"Monocrepidius lividus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6040",1,"Lamprophorus sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6041",1,"Adoretus compressus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6042",1,"Adoretus mauritianus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6043",1,"Adoretus tenuimaculatus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6044",1,"Adoretus umbrosus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6045",1,"Alissonotum impressicolle","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6046",1,"Amphimallon semivillosus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6047",1,"Anomala aenea","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6048",1,"Anomala aureola","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6049",1,"Anomala exicialis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6050",1,"Anomala orientalis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6051",1,"Canthon sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6052",1,"Cetonia aurata","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6053",1,"Cnemarachnis portoricensis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6054",1,"Cnemarachnis vandinei","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6055",1,"Cotinis nitida","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6056",1,"Cotinis texana","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6057",1,"Cyclocephala sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6058",1,"Dermolepida albo-hirtum ","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6059",1,"Diloboderus abderus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6060",1,"Dynastes gideon","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6061",1,"Dyscinetus barbatus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6062",1,"Dyscinetus geminatus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6063",1,"Encya condensata","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6064",1,"Geotrogus deserticola ","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6065",1,"Heteronychus sanctae-helenae","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6066",1,"Holotrichia helleri","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6067",1,"Hylamorpha elegans","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6068",1,"Holotrichia consanguinea","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6069",1,"Phyllophaga smithi","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6070",1,"Lepidiota albohirta","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6071",1,"Lepidiota frenchi","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6072",1,"Lethrus cephalotes","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6073",1,"Leucopholis roridae","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6074",1,"Ligyrus ebenus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6075",1,"Ligyrus rugiceps","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6076",1,"Ligyrus tumulosus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6077",1,"Melolontha hippocastani","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6078",1,"Mimela splendens","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6079",1,"Oryctes monoceros","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6080",1,"Oryctes nasicornis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6081",1,"Oryctes radama","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6082",1,"Pacnoda marginata","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6083",1,"Phyllopertha horticola","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6084",1,"Phyllophaga citri","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6085",1,"Phyllophaga drakii","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6086",1,"Phyllophaga fusca","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6087",1,"Phyllophaga guanicana","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6088",1,"Phyllophaga futilis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6089",1,"Phyllophaga portoricensis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6090",1,"Phyllophaga rugosa","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6091",1,"Phyllophaga vandinei","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6092",1,"Phytalus apicalis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6093",1,"Phytalus insularis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6094",1,"Phytalus smithi","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6095",1,"Polyphylla barbata","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6096",1,"Polyphylla olivieri ","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6097",1,"Potosia affinis","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6098",1,"Rhizotrogus carduorum","Metarhizium anisopliae ","Deuteromycetes","unknown",NA,NA,""
"6099",1,"Rhizotrogus solstitialis","Metarhizium anisopliae ","Deuteromycetes","unknown",NA,NA,""
"6100",1,"Strategus aloeus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6101",1,"Strategus barbigerus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6102",1,"Strategus quadrifoveatus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6103",1,"Strategus titanus ","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6104",1,"Dendroctonus terebrans","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6105",1,"Stephanoderes hampei","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6106",1,"Sternotomis maculata","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6107",1,"Eleodes opacus","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6108",1,"Embaphion muricatum","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6109",1,"Catocala ilia","Entomophaga maimaiga","Zygomycetes","Entomophthorales",NA,NA,""
"6110",1,"Culex dolosus","Coelomomyces iliensis var. indus","Chytridiomycetes","Blastocladiales",NA,NA,""
"6111",1,"Aedes aegypti","Crypticola clavulifera","Oomycetes","Lagenidiales",NA,NA,""
"6112",1,"Aedes notoscriptus","Crypticola clavulifera","Oomycetes","Lagenidiales",NA,NA,""
"6113",1,"Culex annulirostris","Crypticola clavulifera","Oomycetes","Lagenidiales",NA,NA,""
"6114",1,"Culex quinquefasciatus","Crypticola clavulifera","Oomycetes","Lagenidiales",NA,NA,""
"6115",1,"Chironomus tepperi","Crypticola clavulifera","Oomycetes","Lagenidiales",NA,NA,""
"6116",1,"Anopheles farauti","Crypticola clavulifera","Oomycetes","Lagenidiales",NA,NA,""
"6117",1,"Aphis spiraecola","Zoophthora orientalis","Zygomycetes","Entomophthorales",NA,NA,""
"6118",1,"Culex restuans","Lagenidium giganteum","Oomycetes","Lagenidiales",NA,NA,""
"6119",1,"Aedes triseriatus","Lagenidium giganteum","Oomycetes","Lagenidiales",NA,NA,""
"6120",1,"Aedes mediovittatus","Lagenidium giganteum","Oomycetes","Lagenidiales",NA,NA,""
"6121",1,"Aedes taeniorhynchus","Lagenidium giganteum","Oomycetes","Lagenidiales",NA,NA,""
"6122",1,"Aedes sollicitans","Lagenidium giganteum","Oomycetes","Lagenidiales",NA,NA,""
"6123",1,"Culex quinquefasciatus","Lagenidium giganteum","Oomycetes","Lagenidiales",NA,NA,""
"6124",1,"Culex nigripalpus","Lagenidium giganteum","Oomycetes","Lagenidiales",NA,NA,""
"6125",1,"Thrips tabaci","Entomophthora thripidum","Zygomycetes","Entomophthorales",NA,NA,""
"6126",1,"Circulifer tenellus","Zoophthora radicans","Zygomycetes","Entomophthorales",NA,NA,""
"6127",1,"Myzus persicae","Zoophthora radicans","Zygomycetes","Entomophthorales",NA,NA,""
"6128",1,"Rhopalosiphum padi","Zoophthora radicans","Zygomycetes","Entomophthorales",NA,NA,""
"6129",1,"Sminthurus viridis","Neozygites sp.","Zygomycetes","Entomophthorales",NA,NA,""
"6130",1,"Sminthurus viridis","Conidiobolus coronatus","Zygomycetes","Entomophthorales",NA,NA,""
"6131",1,"Sminthurus viridis","Verticillium lecanii","Deuteromycetes","unknown",NA,NA,""
"6132",1,"Sminthurus viridis","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6133",1,"Camnula pellucida","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6134",1,"Ageneotettix deorum","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6135",1,"Aulocara elliotti","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6136",1,"Aeropedellus clavatus","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6137",1,"Chorthippus curtipennis","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6138",1,"Metator pardalinus","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6139",1,"Melanoplus sanguinipes","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6140",1,"Melanoplus bivittatus","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6141",1,"Melanoplus packardi","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6142",1,"Melanoplus infantilis","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6143",1,"Melanoplus gladstoni","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6144",1,"Melanoplus femurrubrum","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6145",1,"Melanoplus differentialis","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6146",1,"Melanoplus confusus","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6147",1,"Phoetaliotes nebrascensis","Entomophaga grylli","Zygomycetes","Entomophthorales",NA,NA,""
"6148",1,"Chilo suppressalis","Paecilomyces fumosoroseus","Deuteromycetes","unknown",NA,NA,""
"6149",1,"Lycophotia sp.","Paecilomyces fumosoroseus","Deuteromycetes","unknown",NA,NA,""
"6150",1,"Ostrinia nubilalis","Paecilomyces fumosoroseus","Deuteromycetes","unknown",NA,NA,""
"6151",1,"Estigmene acrea","Furia pieris","Zygomycetes","Entomophthorales",NA,NA,""
"6152",1,"Heliothis virescens","Furia pieris","Zygomycetes","Entomophthorales",NA,NA,""
"6153",1,"Helicoverpa zea","Furia pieris","Zygomycetes","Entomophthorales",NA,NA,""
"6154",1,"Spodoptera eridania","Furia pieris","Zygomycetes","Entomophthorales",NA,NA,""
"6155",1,"Trichoplusia ni","Furia pieris","Zygomycetes","Entomophthorales",NA,NA,""
"6156",1,"Empoasca fabae","Furia pieris","Zygomycetes","Entomophthorales",NA,NA,""
"6157",1,"Musca domestica","Furia pieris","Zygomycetes","Entomophthorales",NA,NA,""
"6158",1,"Thrips tabaci","Neozygites parvispora","Zygomycetes","Entomophthorales",NA,NA,""
"6159",1,"Rhaphidia ophiopsis","Entomophthora weberi","Zygomycetes","Entomophthorales",NA,NA,""
"6160",1,"Malacosoma americanum","Furia crustosa","Zygomycetes","Entomophthorales",NA,NA,""
"6161",1,"Malacosoma disstria","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6162",1,"Catocala ilia","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6163",1,"Orthosia rubescens","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6164",1,"Ennomos subsignaria","Entomophaga aulicae","Zygomycetes","Entomophthorales",NA,NA,""
"6165",1,"Pyrrharctia isabella","Entomophaga aulicae","Zygomycetes","Entomophthorales",NA,NA,""
"6166",1,"Spilosoma virginica","Entomophaga aulicae","Zygomycetes","Entomophthorales",NA,NA,""
"6167",1,"Dasychira leucophaea","Entomophaga maimaiga","Zygomycetes","Entomophthorales",NA,NA,""
"6168",1,"Dryocoetes autographus","Nosema dryocoeti","Microspora","Microsporea (Microsporida)",NA,NA,"fat body; lymphocytes"
"6169",1,"Xyloterus domesticus","Pleistophora xyloteri","Microspora","Microsporea",NA,NA,"Midgut; oenocytes."
"6170",1,"Ips typographus","Unikaryon montanum","Microspora","Microsporea",NA,NA,"fat body; muscle; Malpighian tubules; ovaries"
"6171",1,"Agrotis segetum","Tolypocladium cylindrosporum","Deuteromycetes","unknown",NA,NA,""
"6172",1,"Diplocheila sp.","Laboulbenia diplocheilae","Laboulbeniomycetes","Laboulbeniales",NA,NA,""
"6173",1,"Drosophila willistoni","Spiroplasma poulsonii","Spiroplasma","Spiroplasmataceae",NA,NA,""
"6174",1,"Tyria jacobaeae","Nosema tyriae","Microspora","Microsporea (Microsporida)",NA,NA,"gut wall, silk glands, fat body"
"6175",1,"Alphitobius diaperinus","Tolypocladium cylindrosporum","Deuteromycetes","unknown",NA,NA,""
"6176",1,"Philonthus laevicollis","Ancyrophora stelliformis","Apicomplexa","Gregarinidea (Eugregarinida)",NA,NA,""
"6177",1,"Acyrthosiphon pisum","Entomophthora aphidis","Zygomycetes","Entomophthorales",NA,NA,""
"6178",1,"Galleria mellonella","Conidiobolus thromboides","Zygomycetes","Entomophthorales",NA,NA,""
"6179",1,"Aphis fabae","Entomophthora sp.","Zygomycetes","Entomophthorales",NA,NA,""
"6180",1,"Acyrthosiphon pisum","Entomophthora thaxteriana","Zygomycetes","Entomophthorales",NA,NA,""
"6181",1,"Delia florilega","Entomophthora muscae","Zygomycetes","Entomophthorales",NA,NA,""
"6182",1,"Aphis fabae","Entomophthora fresenii","Zygomycetes","Entomophthorales",NA,NA,""
"6183",1,"Pollenia rudis","Furia vomitoriae","","",NA,NA,""
"6184",1,"Neobellieria citellivora","Aspergillus flavus","Deuteromycetes","unknown",NA,NA,""
"6185",1,"Lymantria dispar","Aspergillus ochraceus","Deuteromycetes","unknown",NA,NA,""
"6186",1,"Eurygaster sp.","Aspergillus ochraceus","Deuteromycetes","unknown",NA,NA,""
"6187",1,"Eoreuma loftini","Aspergillus parasiticus","Deuteromycetes","unknown",NA,NA,""
"6188",1,"Myzus ascalonicus","Batkoa apiculata","Zygomycetes","Entomophthorales",NA,NA,""
"6189",1,"Nephotettix cincticeps","Beauveria amorpha","Deuteromycetes","unknown",NA,NA,""
"6190",1,"Solenopsis sp.","Beauveria amorpha","Deuteromycetes","unknown",NA,NA,""
"6191",1,"Eriophyes sheldoni","Hirsutella thompsonii","Deuteromycetes","unknown",NA,NA,""
"6192",1,"Boophilus sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6193",1,"Mycobates sp.","Tolypocladium inflatum","Deuteromycetes","unknown",NA,NA,""
"6194",1,"Mononychellus tanajoa","Hirsutella thompsonii var. synnematosa","Deuteromycetes","unknown",NA,NA,""
"6195",1,"Pholcus phalangoides","Engyodontium aranearum","Deuteromycetes","unknown",NA,NA,""
"6196",1,"Harpalus sp.","Paecilomyces farinosus","Deuteromycetes","unknown",NA,NA,""
"6197",1,"Galerucella sp.","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6198",1,"Lilioceris lilii","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6199",1,"Maecolaspis monrosi","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6200",1,"Notonata sp.","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6201",1,"Odontota dorsalis","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6202",1,"Hippodamia convergens","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6203",1,"Apion sp.","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6204",1,"Artipes sp.","Stilbella buquetti","Deuteromycetes","unknown",NA,NA,""
"6205",1,"Brachyderes incanus","Hirsutella fusiformis","Deuteromycetes","unknown",NA,NA,""
"6206",1,"Otiorhynchus sulcatus","Verticillium insectorum","Deuteromycetes","unknown",NA,NA,""
"6207",1,"Sternechus subsignatus","Metarhizium anisopliae var. anisopliae","Deuteromycetes","unknown",NA,NA,""
"6208",1,"Lagria villosa","Paecilomyces lilacinus","Deuteromycetes","unknown",NA,NA,""
"6209",1,"Adoryphorus couloni","Metarhizium flavoviride var. flavoviride","Deuteromycetes","unknown",NA,NA,""
"6210",1,"Anoplognathus sp.","Metarhizium anisopliae var. majus","Deuteromycetes","unknown",NA,NA,""
"6211",1,"Anoplognathus sp.","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6212",1,"Aphodius howitti","Cordyceps aphodii","Pyrenomycetes","Hypocreales",NA,NA,""
"6213",1,"Aphodius tasmaniae","Metarhizium anisopliae var. anisopliae","Deuteromycetes","unknown",NA,NA,""
"6214",1,"Ips typographus","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6215",1,"Gyrohypnus angustatus","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6216",1,"Tachyporus sp.","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6217",1,"Tenebrio molitor","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6218",1,"Tenebrio molitor","Metarhizium anisopliae","Deuteromycetes","unknown",NA,NA,""
"6219",1,"Tenebrio molitor","Paecilomyces fumosoroseus","Deuteromycetes","unknown",NA,NA,""
"6220",1,"Tribolium castaneum","Beauveria bassiana","Deuteromycetes","unknown",NA,NA,""
"6221",1,"Tribolium castaneum","Metarhizium anisopliae var. anisopliae","Deuteromycetes","unknown",NA,NA,""
"6222",1,"Delia radicum","Verticillium lecanii ","Deuteromycetes","unknown",NA,NA,""
